FarmerID,Region,Crop,FarmSizeAcres,PlantingDate,HarvestDate,ProductionKg,FertilizerKg,RainfallMM,Irrigation,MarketPrice,Gender,Age
2312,Western,Potatoes,10.94,2025-06-12,2025-11-23,10948.8,411.4,1075.2,Sprinkler,76.17,Female,23
2313,Nyanza,Rice,17.86,2025-02-15,2025-08-04,1359.7,123.4,917.4,Sprinkler,30.42,Female,39
2314,Eastern,Beans,1.69,2025-05-15,2025-10-18,7949.6,330.6,554.9,Drip,29.82,Female,51
2315,Central,Rice,11.29,2025-03-27,2025-06-24,11949.0,193.1,1038.3,Rain-fed,63.9,Female,40
2316,Rift Valley,Potatoes,15.39,2025-02-10,2025-04-28,1160.3,195.7,658.0,Flood,59.29,Male,31
2317,Nyanza,Wheat,12.2,2025-05-13,2025-07-22,9186.5,151.6,158.3,Sprinkler,73.6,Female,78
2318,Central,Wheat,5.5,2025-01-15,2025-04-19,3856.1,87.6,275.7,Rain-fed,74.33,Female,69
2319,Central,Beans,8.46,2025-02-07,2025-04-13,5629.5,34.7,292.0,Drip,80.15,Female,48
2320,Central,Rice,19.09,2025-02-14,2025-07-18,1703.5,352.3,620.9,Flood,105.03,Female,48
2321,Western,Rice,16.22,2025-06-23,2025-09-01,904.4,449.9,537.6,Rain-fed,36.67,Female,68
2322,Central,Maize,16.32,2025-01-31,2025-06-22,5232.0,21.6,382.0,Sprinkler,58.58,Female,66
2323,Nyanza,Wheat,14.94,2025-02-11,2025-08-01,2313.5,342.1,1035.8,Drip,26.73,Male,53
2324,Rift Valley,Rice,4.18,2025-02-28,2025-07-03,6749.6,361.7,102.8,Drip,62.43,Male,35
2325,Nyanza,Beans,17.6,2025-03-05,2025-06-15,3502.2,35.0,808.5,Rain-fed,60.36,Male,45
2326,Nyanza,Wheat,16.13,2025-04-14,2025-06-25,6319.9,29.5,135.3,Sprinkler,95.08,Male,26
2327,Central,Beans,3.21,2025-04-17,2025-07-17,10424.9,205.1,474.6,Rain-fed,82.93,Female,26
2328,Central,Potatoes,4.87,2025-06-20,2025-10-10,3309.5,396.4,385.9,Flood,44.69,Male,64
2329,Rift Valley,Maize,16.32,2025-05-21,2025-07-27,8443.7,141.2,988.5,Flood,33.36,Male,32
2330,Eastern,Wheat,8.75,2025-03-15,2025-05-17,10288.0,468.4,127.9,Drip,98.93,Male,27
2331,Central,Potatoes,16.52,2025-04-19,2025-08-22,4479.4,388.4,516.9,Drip,40.57,Female,76
2332,Eastern,Wheat,10.84,2025-06-17,2025-09-11,10522.7,190.4,109.2,Flood,86.48,Female,63
2333,Eastern,Rice,5.71,2025-05-26,2025-09-11,1102.6,313.5,902.9,Rain-fed,88.44,Male,28
2334,Western,Beans,7.17,2025-02-21,2025-06-16,3663.1,490.5,1167.0,Flood,111.39,Female,47
2335,Nyanza,Potatoes,12.11,2025-03-30,2025-08-27,2858.5,92.2,991.1,Sprinkler,98.23,Female,67
2336,Central,Potatoes,6.86,2025-04-17,2025-09-04,4281.2,278.4,191.5,Drip,44.16,Male,31
2337,Nyanza,Potatoes,2.65,2025-05-29,2025-10-30,11619.2,300.6,629.7,Drip,35.24,Male,48
2338,Western,Potatoes,15.82,2025-06-27,2025-12-14,10857.8,282.9,588.3,Flood,78.34,Male,35
2339,Central,Rice,10.43,2025-05-10,2025-08-23,11594.7,227.8,1069.7,Sprinkler,39.7,Female,26
2340,Eastern,Wheat,17.13,2025-02-12,2025-08-04,4270.1,428.4,1185.9,Drip,89.82,Female,62
2341,Western,Rice,13.8,2025-03-11,2025-06-26,565.1,278.2,350.4,Rain-fed,98.01,Male,54
2342,Central,Potatoes,14.27,2025-03-22,2025-07-31,719.8,51.5,704.4,Rain-fed,41.64,Female,69
2343,Nyanza,Maize,9.24,2025-05-06,2025-09-06,513.8,278.6,836.4,Sprinkler,21.66,Female,34
2344,Eastern,Rice,19.96,2025-04-20,2025-06-29,9680.4,136.8,473.3,Drip,59.9,Female,79
2345,Eastern,Beans,4.79,2025-02-16,2025-05-22,8753.9,405.0,1057.6,Drip,38.16,Female,47
2346,Western,Maize,14.93,2025-05-12,2025-07-29,9409.8,305.1,1073.8,Drip,72.6,Male,40
2347,Eastern,Beans,17.96,2025-03-27,2025-07-23,7107.1,120.7,1172.9,Drip,87.98,Male,72
2348,Nyanza,Maize,18.92,2025-01-26,2025-06-12,4102.7,428.2,116.5,Flood,20.87,Female,27
2349,Western,Beans,15.49,2025-02-05,2025-05-12,10249.6,272.2,568.9,Sprinkler,65.99,Male,71
2350,Western,Maize,11.08,2025-06-17,2025-10-31,7452.8,125.5,925.1,Rain-fed,86.16,Male,41
2351,Central,Rice,12.14,2025-05-28,2025-11-12,8043.1,317.0,422.8,Flood,112.85,Male,61
2352,Nyanza,Rice,11.37,2025-02-03,2025-07-26,1518.5,354.4,152.8,Sprinkler,72.2,Male,58
2353,Western,Maize,9.32,2025-01-05,2025-03-21,2548.1,369.7,200.4,Sprinkler,68.07,Male,26
2354,Rift Valley,Beans,7.98,2025-05-21,2025-08-28,4446.4,406.9,360.9,Rain-fed,32.05,Female,37
2355,Rift Valley,Rice,16.48,2025-02-26,2025-08-06,10483.8,199.9,273.6,Rain-fed,90.34,Female,24
2356,Eastern,Beans,16.01,2025-02-23,2025-04-30,5046.0,148.7,637.8,Rain-fed,106.75,Male,56
2357,Central,Wheat,14.03,2025-05-16,2025-08-19,7010.8,350.4,1101.9,Rain-fed,73.14,Male,52
2358,Nyanza,Wheat,4.47,2025-01-02,2025-03-19,10103.8,71.0,1108.6,Flood,105.7,Female,28
2359,Eastern,Beans,3.21,2025-03-08,2025-08-24,1789.6,449.4,819.3,Drip,44.88,Female,37
2360,Western,Potatoes,5.87,2025-01-14,2025-04-24,5798.2,150.9,287.4,Flood,61.71,Female,71
2361,Central,Beans,2.01,2025-04-28,2025-07-14,6264.6,37.5,375.5,Flood,73.11,Female,30
2362,Western,Rice,4.0,2025-01-01,2025-04-13,2833.0,384.8,304.1,Rain-fed,36.06,Male,73
2363,Eastern,Potatoes,4.71,2025-03-25,2025-07-27,611.5,106.8,124.8,Drip,89.26,Male,23
2364,Western,Beans,17.89,2025-01-18,2025-06-23,10610.3,204.9,813.0,Rain-fed,70.03,Female,72
2365,Central,Maize,8.03,2025-06-06,2025-10-05,2497.0,340.4,1181.0,Sprinkler,23.85,Female,64
2366,Rift Valley,Wheat,10.65,2025-03-17,2025-07-09,3090.3,186.9,727.7,Rain-fed,118.36,Female,55
2367,Nyanza,Wheat,9.42,2025-02-02,2025-05-04,8022.2,457.9,707.8,Drip,76.0,Female,50
2368,Eastern,Rice,19.91,2025-06-27,2025-09-03,6722.4,278.1,328.5,Flood,45.84,Male,33
2369,Western,Rice,12.9,2025-01-06,2025-05-28,7793.3,357.9,303.2,Drip,60.43,Male,75
2370,Eastern,Wheat,5.43,2025-01-14,2025-04-21,2215.6,28.1,539.3,Rain-fed,110.78,Male,69
2371,Central,Potatoes,1.7,2025-04-27,2025-10-05,2873.8,365.6,637.3,Sprinkler,30.03,Male,46
2372,Western,Beans,12.26,2025-03-02,2025-08-16,6506.4,109.6,763.8,Sprinkler,21.23,Female,76
2373,Central,Rice,15.75,2025-03-04,2025-05-18,9695.0,31.0,248.6,Drip,100.95,Female,73
2374,Western,Wheat,14.7,2025-03-04,2025-08-10,6564.9,118.2,1188.5,Sprinkler,101.31,Female,26
2375,Western,Rice,1.94,2025-02-05,2025-06-13,1674.8,315.6,869.1,Flood,27.54,Female,67
2376,Central,Potatoes,10.78,2025-02-11,2025-07-25,10608.5,139.4,1063.9,Rain-fed,68.1,Male,23
2377,Nyanza,Maize,12.31,2025-06-08,2025-08-12,6400.0,375.0,735.0,Flood,46.18,Male,77
2378,Eastern,Rice,19.74,2025-02-07,2025-04-09,3386.7,255.2,287.3,Sprinkler,49.56,Male,26
2379,Rift Valley,Wheat,9.16,2025-05-30,2025-09-29,6533.7,250.0,396.1,Drip,73.25,Male,38
2380,Eastern,Potatoes,9.27,2025-05-03,2025-09-18,4193.8,465.1,547.6,Flood,70.99,Female,71
2381,Central,Beans,9.4,2025-04-03,2025-08-08,9451.8,135.7,1007.6,Sprinkler,109.2,Female,60
2382,Rift Valley,Maize,4.27,2025-01-30,2025-07-04,11179.6,271.1,1049.4,Sprinkler,109.31,Female,21
2383,Nyanza,Potatoes,11.3,2025-01-14,2025-03-20,8772.8,487.6,567.3,Flood,54.94,Female,75
2384,Nyanza,Beans,15.56,2025-01-30,2025-06-07,8514.1,394.7,161.4,Flood,36.7,Female,50
2385,Western,Beans,7.0,2025-01-31,2025-04-27,2515.3,497.7,975.7,Sprinkler,53.12,Male,78
2386,Western,Wheat,16.74,2025-04-20,2025-08-08,4447.4,92.3,902.4,Sprinkler,86.11,Male,35
2387,Western,Potatoes,14.99,2025-05-09,2025-10-22,1405.7,152.4,174.2,Sprinkler,111.39,Female,56
2388,Central,Wheat,3.15,2025-02-04,2025-04-11,4762.2,406.6,334.7,Sprinkler,22.45,Male,37
2389,Central,Wheat,2.42,2025-03-02,2025-06-16,754.3,185.2,1006.1,Rain-fed,109.84,Male,38
2390,Nyanza,Potatoes,13.2,2025-04-13,2025-09-18,9634.3,483.7,631.9,Drip,42.44,Female,43
2391,Nyanza,Beans,1.12,2025-05-27,2025-11-11,9656.2,65.0,437.7,Flood,78.2,Male,74
2392,Central,Maize,12.09,2025-02-08,2025-04-27,10365.2,397.4,538.4,Drip,114.79,Male,45
2393,Eastern,Beans,8.26,2025-05-21,2025-09-03,8809.4,490.9,248.9,Drip,53.39,Female,46
2394,Eastern,Rice,6.1,2025-02-12,2025-06-30,8511.9,248.5,186.3,Rain-fed,36.63,Female,76
2395,Eastern,Maize,10.95,2025-05-07,2025-07-16,11439.7,441.2,443.1,Rain-fed,55.52,Male,28
2396,Nyanza,Beans,1.13,2025-05-31,2025-11-10,5250.5,401.5,184.8,Rain-fed,24.46,Female,22
2397,Eastern,Rice,12.29,2025-05-13,2025-09-14,3002.0,438.7,642.8,Sprinkler,28.24,Male,25
2398,Nyanza,Maize,14.03,2025-02-06,2025-07-06,3301.0,147.8,1182.9,Flood,104.31,Female,61
2399,Western,Wheat,5.77,2025-04-26,2025-08-28,10450.3,93.7,925.3,Sprinkler,65.74,Male,57
2400,Rift Valley,Maize,8.86,2025-03-07,2025-08-20,3761.3,69.3,681.2,Flood,35.5,Male,71
2401,Rift Valley,Wheat,16.69,2025-02-02,2025-04-26,11523.6,179.1,523.2,Drip,115.84,Male,79
2402,Central,Maize,11.39,2025-04-07,2025-09-29,7545.1,437.1,544.4,Rain-fed,55.72,Female,76
2403,Eastern,Beans,16.26,2025-01-21,2025-05-15,1619.8,450.3,999.3,Flood,66.09,Female,60
2404,Rift Valley,Rice,5.13,2025-05-28,2025-07-27,11369.6,204.7,1147.4,Flood,81.75,Male,75
2405,Eastern,Rice,12.22,2025-02-02,2025-05-08,10391.7,30.2,1104.6,Sprinkler,46.56,Female,55
2406,Eastern,Beans,14.21,2025-04-09,2025-07-13,2020.1,300.7,587.8,Flood,77.04,Male,20
2407,Nyanza,Rice,6.33,2025-05-07,2025-08-23,8258.2,266.9,936.1,Sprinkler,77.29,Male,79
2408,Central,Rice,15.37,2025-03-07,2025-07-29,7819.7,242.9,409.7,Rain-fed,115.14,Male,56
2409,Nyanza,Beans,15.8,2025-01-11,2025-06-02,2618.1,460.4,712.3,Rain-fed,61.04,Female,77
2410,Nyanza,Beans,7.79,2025-03-18,2025-05-23,1944.5,42.4,1117.7,Flood,101.43,Female,46
2411,Rift Valley,Wheat,3.81,2025-01-01,2025-03-29,4786.0,101.9,1017.3,Rain-fed,62.19,Female,75
2412,Nyanza,Wheat,17.39,2025-01-03,2025-04-24,1876.3,23.1,406.4,Rain-fed,69.63,Female,29
2413,Eastern,Potatoes,19.31,2025-03-03,2025-06-24,9626.2,295.1,893.7,Sprinkler,85.75,Male,61
2414,Eastern,Beans,4.9,2025-01-31,2025-07-30,6681.4,191.5,463.6,Flood,53.31,Female,22
2415,Central,Maize,13.61,2025-03-07,2025-08-11,3569.0,28.2,774.5,Rain-fed,40.34,Female,64
2416,Nyanza,Rice,9.24,2025-04-28,2025-09-01,6471.2,270.5,1066.6,Rain-fed,110.31,Male,28
2417,Nyanza,Potatoes,18.74,2025-04-17,2025-07-07,1501.4,377.1,363.6,Rain-fed,111.92,Male,43
2418,Nyanza,Wheat,1.33,2025-03-09,2025-05-19,2260.4,327.4,801.5,Drip,116.32,Male,30
2419,Western,Potatoes,13.05,2025-05-29,2025-10-15,8371.6,398.9,727.8,Rain-fed,52.47,Female,52
2420,Nyanza,Rice,6.9,2025-05-20,2025-10-14,5959.3,234.6,446.0,Drip,22.64,Male,70
2421,Eastern,Rice,6.55,2025-06-04,2025-11-29,710.1,281.9,825.4,Flood,56.01,Male,76
2422,Rift Valley,maiz,14.41,2025-01-07,2025-06-04,3942.2,345.2,563.7,Sprinkler,97.7,Male,47
2423,Eastern,Wheat,11.75,2025-06-13,2025-11-27,6529.4,129.4,175.5,Rain-fed,30.89,Male,79
2424,Rift Valley,Wheat,14.05,2025-04-27,2025-08-01,11898.8,90.6,411.8,Rain-fed,39.71,Male,67
2425,Nyanza,Rice,15.84,2025-02-27,2025-05-11,2090.2,302.8,924.1,Sprinkler,21.19,Male,36
2426,Rift Valley,Beans,11.75,2025-05-12,2025-11-07,1185.8,214.6,471.3,Sprinkler,46.76,Male,30
2427,Western,Maize,9.52,2025-02-10,2025-05-14,5964.2,444.2,1124.3,Rain-fed,27.82,Male,44
2428,Western,Potatoes,11.37,2025-02-06,2025-06-28,8245.1,155.9,756.5,Flood,100.05,Male,68
2429,Central,Beans,3.98,2025-03-09,2025-07-28,1145.1,433.9,1162.2,Rain-fed,118.64,Male,33
2430,Nyanza,Wheat,10.41,2025-04-15,2025-09-06,1990.3,358.8,885.8,Sprinkler,100.22,Female,73
2431,Eastern,Rice,17.37,2025-03-02,2025-05-30,1702.4,150.0,1068.1,Drip,111.8,Female,28
2432,Nyanza,Beans,11.27,2025-05-09,2025-10-15,10775.9,349.3,167.2,Sprinkler,114.36,Female,45
2433,Nyanza,Maize,1.28,2025-05-21,2025-10-13,2013.0,210.8,686.6,Rain-fed,82.94,Female,38
2434,Rift Valley,Rice,17.99,2025-01-01,2025-05-19,11012.3,118.6,735.7,Sprinkler,57.56,Male,60
2435,Central,Wheat,15.21,2025-04-09,2025-08-06,2214.9,251.0,132.5,Drip,53.24,Female,54
2436,Nyanza,Wheat,9.26,2025-06-23,2025-08-28,9656.6,473.5,423.4,Flood,94.35,Male,77
2437,Central,Beans,15.09,2025-04-12,2025-09-11,8360.8,371.9,969.4,Drip,70.33,Female,63
2438,Eastern,Rice,11.88,2025-06-14,2025-09-24,9962.6,318.3,452.6,Sprinkler,45.77,Male,66
2439,Nyanza,Wheat,18.64,2025-06-27,2025-08-30,5414.8,140.4,938.9,Sprinkler,104.08,Female,80
2440,Western,Potatoes,18.89,2025-03-17,2025-07-19,7897.1,232.7,236.8,Rain-fed,98.49,Female,77
2441,Nyanza,Wheat,15.2,2025-04-16,2025-06-25,9207.4,281.9,291.0,Sprinkler,115.94,Female,69
2442,Eastern,Maize,19.73,2025-01-14,2025-04-14,2406.5,201.4,665.0,Rain-fed,44.65,Female,62
2443,Eastern,Maize,12.76,2025-05-05,2025-09-08,8207.2,104.3,427.2,Rain-fed,105.91,Male,51
2444,Nyanza,Potatoes,5.07,2025-01-20,2025-05-24,5136.5,167.7,388.0,Drip,85.64,Female,48
2445,Eastern,Rice,18.59,2025-06-25,2025-09-25,11305.5,172.7,446.7,Flood,46.32,Female,37
2446,Eastern,Rice,18.1,2025-05-06,2025-08-03,9179.9,329.2,663.2,Flood,117.04,Female,41
2447,Eastern,Rice,6.42,2025-01-13,2025-04-27,6371.0,187.8,382.3,Rain-fed,31.94,Male,56
2448,Western,Rice,7.93,2025-04-08,2025-08-03,3464.2,193.7,670.7,Drip,113.36,Female,49
2449,Rift Valley,Wheat,9.38,2025-02-05,2025-06-05,9877.6,488.7,451.7,Sprinkler,84.16,Female,64
2450,Central,Rice,8.67,2025-05-30,2025-09-13,8993.1,68.5,619.2,Sprinkler,23.63,Female,77
2451,Central,Maize,1.83,2025-05-13,2025-07-27,11560.8,204.4,296.0,Flood,53.2,Male,22
2452,Central,Potatoes,9.39,2025-05-29,2025-08-18,1419.7,275.3,422.9,Sprinkler,117.46,Male,80
2453,Western,Beans,4.2,2025-04-08,2025-06-25,1673.6,282.1,145.7,Drip,82.5,Male,58
2454,Rift Valley,Rice,9.36,2025-05-20,2025-08-19,11118.3,277.0,597.0,Rain-fed,41.17,Male,20
2455,Central,Maize,11.13,2025-04-30,2025-09-10,9917.1,411.2,586.3,Flood,43.83,Male,41
2456,Rift Valley,Beans,9.36,2025-01-25,2025-06-02,11921.7,236.2,1157.6,Sprinkler,71.07,Male,32
2457,Rift Valley,Rice,18.53,2025-02-21,2025-07-19,3270.9,56.3,450.0,Rain-fed,73.01,Female,69
2458,Western,Potatoes,8.86,2025-04-12,2025-09-19,7515.9,328.8,243.3,Sprinkler,72.96,Female,51
2459,Rift Valley,Maize,16.92,2025-01-02,2025-06-17,3588.1,38.5,795.3,Flood,109.13,Female,32
2460,Central,Wheat,3.97,2025-01-11,2025-06-07,5756.2,326.7,785.3,Drip,35.4,Male,64
2461,Western,Rice,5.04,2025-03-20,2025-06-06,9930.5,197.6,998.9,Rain-fed,70.31,Male,40
2462,Nyanza,Beans,12.31,2025-06-14,2025-10-01,742.6,68.1,1049.1,Sprinkler,114.73,Male,69
2463,Western,Wheat,11.57,2025-04-24,2025-07-27,8203.3,456.4,232.8,Flood,57.1,Male,42
2464,Eastern,Maize,2.54,2025-04-22,2025-10-10,8258.8,280.7,954.2,Sprinkler,107.59,Male,42
2465,Central,Beans,6.19,2025-04-25,2025-10-03,4845.2,189.5,845.8,Drip,29.99,Female,30
2466,Rift Valley,Beans,12.31,2025-01-10,2025-04-24,1623.5,61.7,629.7,Drip,75.36,Female,58
2467,Rift Valley,Maize,14.3,2025-02-04,2025-04-24,10082.5,206.8,1018.2,Flood,48.73,Female,22
2468,Rift Valley,Rice,14.23,2025-04-30,2025-09-10,4345.5,48.2,874.6,Flood,28.24,Male,43
2469,Western,Potatoes,1.25,2025-04-02,2025-09-27,1434.5,254.2,393.8,Flood,95.85,Male,34
2470,Nyanza,Potatoes,8.19,2025-06-20,2025-10-02,10784.5,280.1,104.9,Flood,42.0,Female,36
2471,Eastern,Rice,8.08,2025-05-26,2025-08-07,10357.5,327.1,609.1,Drip,116.83,Male,75
2472,Western,Beans,14.47,2025-03-09,2025-05-26,1877.8,74.1,1048.6,Drip,86.21,Male,61
2473,Nyanza,Rice,19.11,2025-05-14,2025-10-08,4830.8,239.5,424.1,Flood,119.12,Male,39
2474,Western,Beans,17.93,2025-02-27,2025-06-24,11540.8,86.6,900.1,Rain-fed,97.79,Female,32
2475,Central,Potatoes,17.96,2025-01-10,2025-06-19,11375.4,347.5,450.5,Rain-fed,49.15,Female,73
2476,Eastern,Maize,5.73,2025-05-12,2025-08-07,9189.3,210.5,116.5,Flood,72.6,Female,61
2477,Nyanza,Maize,8.9,2025-06-19,2025-09-12,1209.3,252.5,675.3,Rain-fed,42.05,Male,22
2478,Western,Wheat,7.24,2025-04-29,2025-09-05,7156.6,152.8,1136.9,Drip,79.71,Male,56
2479,Rift Valley,Maize,15.67,2025-03-04,2025-07-19,3636.5,122.9,156.1,Drip,78.04,Female,73
2480,Rift Valley,Wheat,19.68,2025-05-19,2025-09-05,2826.0,146.3,714.0,Drip,109.83,Male,51
2481,Rift Valley,Wheat,12.2,2025-06-11,2025-11-09,7649.5,316.9,167.8,Rain-fed,82.85,Female,77
2482,Central,Maize,14.67,2025-05-03,2025-07-29,7093.3,27.9,745.9,Rain-fed,102.99,Female,64
2483,Western,Rice,15.39,2025-02-13,2025-06-11,1556.7,197.1,642.8,Flood,30.52,Male,77
2484,Central,Rice,17.19,2025-05-16,2025-10-29,6324.6,366.5,103.1,Flood,65.95,Female,21
2485,Eastern,Beans,3.83,2025-06-28,2025-12-11,8360.6,149.2,461.3,Flood,54.58,Male,31
2486,Nyanza,Maize,2.86,2025-05-14,2025-07-13,3006.7,332.1,516.7,Drip,78.04,Female,36
2487,Central,Beans,14.24,2025-02-07,2025-05-04,9484.6,112.4,114.3,Flood,85.61,Male,80
2488,Rift Valley,Maize,2.95,2025-01-19,2025-05-11,2556.3,480.4,646.5,Flood,29.73,Female,34
2489,Central,maiz,2.75,2025-01-24,2025-05-22,8995.0,411.0,535.4,Sprinkler,70.79,Female,30
2490,Eastern,Potatoes,13.21,2025-05-22,2025-10-27,4725.2,200.0,1080.3,Sprinkler,25.5,Female,43
2491,Rift Valley,Wheat,12.21,2025-06-22,2025-10-01,5499.1,300.9,580.2,Flood,110.54,Female,61
2492,Rift Valley,Wheat,1.12,2025-01-16,2025-06-25,1404.2,79.3,494.1,Flood,32.74,Male,79
2493,Rift Valley,Maize,16.94,2025-05-29,2025-08-04,4505.4,429.9,844.4,Rain-fed,108.12,Female,38
2494,Rift Valley,Maize,8.15,2025-03-11,2025-06-25,4932.3,401.5,1152.6,Flood,52.91,Female,57
2495,Eastern,Potatoes,12.35,2025-05-28,2025-08-08,3486.8,497.8,533.1,Drip,113.69,Male,29
2496,Western,Maize,5.86,2025-02-11,2025-05-07,9506.8,431.6,195.7,Flood,54.21,Male,23
2497,Nyanza,Wheat,6.74,2025-04-01,2025-09-11,524.6,176.9,345.9,Flood,73.23,Female,60
2498,Rift Valley,Wheat,14.15,2025-01-16,2025-04-24,11253.1,421.1,486.1,Sprinkler,66.62,Male,57
2499,Nyanza,Maize,15.66,2025-02-20,2025-07-30,1714.5,189.2,1026.5,Sprinkler,63.15,Male,62
2500,Central,Maize,3.37,2025-03-28,2025-06-14,6518.1,324.4,786.0,Flood,63.38,Female,48
2501,Nyanza,Beans,18.06,2025-04-17,2025-09-23,9027.6,276.5,540.5,Sprinkler,50.19,Male,24
2502,Nyanza,Rice,9.8,2025-04-09,2025-07-11,3626.8,178.3,361.5,Drip,98.04,Female,52
2503,Rift Valley,Potatoes,18.69,2025-02-23,2025-06-21,6820.6,26.3,289.4,Sprinkler,67.67,Male,34
2504,Central,Potatoes,10.45,2025-01-02,2025-03-25,7970.3,257.6,542.1,Rain-fed,37.78,Female,31
2505,Western,Beans,6.62,2025-03-22,2025-09-13,3265.2,183.4,1048.3,Rain-fed,35.56,Female,78
2506,Nyanza,Potatoes,1.93,2025-05-20,2025-11-01,3842.9,128.1,1079.3,Flood,106.76,Female,40
2507,Western,Potatoes,9.4,2025-03-05,2025-06-29,11174.6,374.4,870.5,Rain-fed,110.57,Female,57
2508,Central,Rice,4.14,2025-06-07,2025-11-14,6918.1,340.4,995.7,Flood,47.7,Male,32
2509,Western,Maize,6.2,2025-03-13,2025-06-15,7195.9,365.7,409.5,Drip,55.99,Male,37
2510,Nyanza,Maize,1.35,2025-06-01,2025-09-05,580.8,300.8,1196.7,Sprinkler,67.74,Male,35
2511,Central,Potatoes,8.84,2025-06-30,2025-12-19,1454.4,377.8,825.3,Rain-fed,88.6,Female,45
2512,Western,Maize,5.66,2025-01-06,2025-04-28,8371.1,321.7,1077.1,Flood,60.93,Male,37
2513,Eastern,Rice,11.84,2025-05-10,2025-08-20,7769.7,483.1,687.5,Drip,57.21,Female,73
2514,Rift Valley,Rice,7.23,2025-02-15,2025-05-17,620.3,63.1,821.7,Drip,36.33,Male,48
2515,Eastern,Rice,19.82,2025-04-26,2025-10-21,4486.9,34.9,508.7,Flood,69.06,Male,44
2516,Western,Wheat,10.73,2025-05-24,2025-09-08,5081.0,437.9,900.5,Sprinkler,20.92,Female,59
2517,Central,Potatoes,11.42,2025-01-06,2025-04-02,5007.7,78.7,661.7,Rain-fed,71.92,Female,57
2518,Eastern,Maize,1.98,2025-03-29,2025-07-16,829.6,396.2,535.7,Flood,67.65,Male,50
2519,Central,Wheat,19.41,2025-04-04,2025-07-27,3237.6,283.2,114.8,Flood,99.96,Female,26
2520,Western,Rice,15.52,2025-05-31,2025-09-18,9195.6,192.6,1156.2,Drip,103.92,Male,77
2521,Rift Valley,Beans,13.31,2025-01-14,2025-04-19,7872.7,404.9,335.8,Drip,33.47,Female,42
2522,Central,Potatoes,16.57,2025-01-08,2025-06-28,11506.2,165.8,929.6,Rain-fed,96.74,Male,56
2523,Central,Maize,7.88,2025-02-12,2025-06-18,11070.1,263.5,311.3,Rain-fed,31.87,Male,60
2524,Nyanza,Beans,8.36,2025-01-17,2025-07-15,7701.9,476.9,795.6,Rain-fed,21.22,Male,30
2525,Nyanza,Beans,13.28,2025-01-29,2025-06-05,6917.7,253.9,1071.8,Sprinkler,36.93,Male,66
2526,Rift Valley,Potatoes,12.89,2025-02-18,2025-07-29,9971.8,75.4,934.8,Sprinkler,73.43,Female,43
2527,Nyanza,Beans,17.3,2025-05-20,2025-08-26,4542.4,465.5,224.9,Sprinkler,75.39,Female,52
2528,Central,Potatoes,3.02,2025-02-17,2025-06-21,10633.8,231.4,846.9,Drip,81.55,Male,56
2529,Rift Valley,Wheat,4.14,2025-03-02,2025-05-02,11472.8,398.0,1138.6,Flood,87.66,Male,74
2530,Central,Maize,16.22,2025-01-02,2025-04-17,2235.5,152.1,816.0,Rain-fed,75.68,Male,73
2531,Eastern,Beans,6.41,2025-05-18,2025-09-25,9639.9,444.5,113.4,Flood,107.23,Female,32
2532,Rift Valley,Beans,14.18,2025-06-07,2025-10-16,9843.5,195.2,977.5,Flood,118.92,Female,48
2533,Nyanza,Potatoes,5.57,2025-04-12,2025-06-28,2116.7,106.9,1045.2,Drip,118.26,Female,23
2534,Eastern,Rice,15.36,2025-04-21,2025-06-22,9268.4,249.9,1127.9,Sprinkler,100.61,Male,69
2535,Central,Maize,13.01,2025-01-15,2025-04-03,8060.1,158.5,760.8,Rain-fed,41.65,Female,68
2536,Rift Valley,Beans,13.17,2025-01-21,2025-06-21,9060.1,324.0,1182.1,Drip,102.11,Female,49
2537,Nyanza,Maize,14.13,2025-01-21,2025-07-06,11857.8,141.0,843.7,Flood,56.38,Male,35
2538,Central,Rice,15.68,2025-06-21,2025-12-16,6208.7,204.2,541.1,Flood,35.07,Female,27
2539,Central,Wheat,8.77,2025-04-07,2025-09-09,848.3,362.8,552.6,Sprinkler,49.61,Female,53
2540,Rift Valley,Beans,1.51,2025-01-21,2025-07-20,2207.3,62.3,182.4,Flood,64.46,Male,72
2541,Central,Maize,15.69,2025-04-13,2025-08-01,2403.4,165.2,668.7,Rain-fed,45.21,Female,24
2542,Eastern,Wheat,18.8,2025-04-27,2025-07-11,1589.5,451.1,733.4,Sprinkler,30.04,Female,21
2543,Rift Valley,Maize,4.55,2025-05-23,2025-11-09,10500.2,168.3,333.4,Flood,82.64,Male,41
2544,Rift Valley,Maize,14.64,2025-05-28,2025-11-05,11435.0,260.0,533.5,Rain-fed,86.46,Male,69
2545,Rift Valley,Beans,14.85,2025-03-29,2025-08-11,618.3,222.3,335.5,Flood,85.63,Female,74
2546,Nyanza,Beans,16.17,2025-01-01,2025-06-26,3966.2,406.1,197.8,Rain-fed,73.74,Male,40
2547,Nyanza,Wheat,18.46,2025-01-26,2025-05-23,1124.5,343.8,719.8,Flood,78.6,Female,47
2548,Nyanza,Wheat,2.3,2025-02-16,2025-04-26,1293.6,137.7,340.4,Flood,108.93,Female,37
2549,Central,Wheat,11.51,2025-03-23,2025-05-23,5357.6,99.5,619.0,Rain-fed,69.75,Male,51
2550,Eastern,Wheat,14.01,2025-05-30,2025-07-31,10886.2,238.5,298.3,Sprinkler,22.43,Male,64
2551,Nyanza,Maize,5.14,2025-01-08,2025-05-12,11588.9,84.3,721.2,Sprinkler,89.56,Female,56
