TransactionID,Date,StoreID,Region,ProductID,Category,UnitPrice,Quantity,Discount,Cost,Sales,Profit,CustomerID,Age,Gender,Membership,PaymentMethod,Promotion,Holiday,InventoryLevel,CustomerSatisfaction
8766,2024-11-05,S020,North,P9163,Clothing,861.54,7,25,650.72,4523.09,1106.8,C99934,53,Male,Silver,Online,Loyalty Offer,0,378,1.6
8767,2024-05-28,S012,Central,P4100,Electronics,605.41,13,15,520.13,6689.78,942.34,C47358,61,Male,None,Cash,Weekend Deal,0,107,2.9
8768,2024-03-05,S006,East,P1084,Electronics,392.65,11,10,239.01,3887.23,1521.04,C79171,40,Female,Gold,Card,None,1,430,3.6
8769,2024-10-21,S016,East,P6264,Clothing,116.04,2,10,98.99,208.87,30.69,C39150,36,Male,Platinum,Card,Clearance,0,316,4.7
8770,2024-07-18,S020,South,P3208,Office Supplies,458.73,12,10,335.83,4954.28,1327.32,C81729,37,Male,Gold,Cash,Weekend Deal,0,471,2.0
8771,2024-06-16,S009,East,P8489,Office Supplies,495.64,7,20,277.65,2775.58,1220.74,C77793,23,Male,Silver,Card,Loyalty Offer,1,255,2.9
8772,2024-01-31,S004,East,P2484,Electronics,417.42,10,10,283.43,3756.78,1205.91,C13019,46,Female,None,Cash,Weekend Deal,1,35,2.4
8773,2024-04-24,S002,North,P2743,Groceries,89.21,15,10,49.29,1204.33,538.92,C74375,75,Female,Platinum,Cash,Holiday Sale,0,172,2.9
8774,2024-10-30,S010,West,P2162,Furniture,206.24,12,5,167.76,2351.14,438.67,C15194,72,Male,None,Mobile Money,None,0,246,4.7
8775,2024-10-03,S005,South,P1222,Electronics,254.36,5,5,216.54,1208.21,179.65,C26375,51,Male,Gold,Card,Loyalty Offer,0,42,2.3
8776,2025-11-26,S006,North,P7546,Office Supplies,817.97,11,0,521.64,8997.67,3259.63,C91938,71,Male,None,Mobile Money,Clearance,0,351,1.7
8777,2025-12-01,S004,East,P3486,Office Supplies,89.43,2,5,55.6,169.92,64.28,C19695,74,Male,Gold,Card,Holiday Sale,0,191,4.0
8778,2024-03-10,S017,East,P5519,Groceries,777.5,1,0,636.61,777.5,140.89,C34505,41,Female,Gold,Cash,Loyalty Offer,0,257,4.6
8779,2024-12-27,S003,West,P7379,Groceries,418.09,9,0,311.94,3762.81,955.35,C18200,23,Female,Silver,Online,Loyalty Offer,0,338,2.7
8780,2025-04-14,S014,West,P3777,Groceries,676.91,8,25,590.94,4061.46,515.82,C94291,31,Male,None,Cash,None,0,416,2.9
8781,2024-07-12,S009,Central,P6810,Electronics,714.67,9,25,569.82,4824.02,977.74,C95154,28,Female,Silver,Cash,Weekend Deal,0,180,4.5
8782,2024-01-23,S004,East,P8339,Electronics,583.56,7,5,328.2,3880.67,1698.14,C52816,35,Female,None,Mobile Money,Holiday Sale,0,75,4.4
8783,2025-02-25,S015,East,P2255,Electronics,922.1,7,10,510.63,5809.23,2592.26,C22851,26,Male,None,Mobile Money,Loyalty Offer,1,206,3.8
8784,2025-06-05,S019,West,P9364,Furniture,452.69,11,10,359.68,4481.63,920.8,C81639,64,Female,Gold,Mobile Money,None,0,403,3.0
8785,2024-09-27,S007,West,P8551,Office Supplies,36.71,9,15,20.01,280.83,127.75,C16542,52,Female,Silver,Card,Weekend Deal,1,302,2.8
8786,2025-05-07,S003,North,P6039,Groceries,467.09,13,20,404.44,4857.74,651.56,C82583,33,Female,Platinum,Online,Clearance,0,452,3.6
8787,2024-03-08,S020,Central,P7951,Clothing,371.11,13,0,312.57,4824.43,761.02,C40656,32,Male,Silver,Cash,Weekend Deal,1,37,4.8
8788,2025-10-13,S007,Central,P1162,Groceries,56.58,1,10,42.68,50.92,12.51,C18748,63,Male,Gold,Mobile Money,Clearance,0,325,4.1
8789,2025-04-18,S012,Central,P1879,Electronics,292.1,1,20,152.04,233.68,112.05,C16583,38,Male,Silver,Mobile Money,None,1,296,1.1
8790,2025-09-22,S012,West,P6209,Furniture,466.92,7,20,320.42,2614.75,820.4,C33250,57,Female,None,Online,Loyalty Offer,0,11,4.2
8791,2024-02-13,S001,South,P1711,Clothing,475.23,6,15,302.86,2423.67,879.09,C72120,68,Male,Gold,Card,Holiday Sale,0,401,1.3
8792,2025-02-23,S017,North,P8016,Groceries,997.56,10,5,826.55,9476.82,1624.59,C74058,62,Male,None,Online,None,0,26,3.5
8793,2025-01-14,S018,Central,P7488,Clothing,628.51,4,15,497.81,2136.93,444.38,C50863,70,Male,Platinum,Cash,Weekend Deal,1,456,4.3
8794,2024-01-21,S003,Central,P5318,Electronics,919.98,9,25,526.61,6209.86,2655.25,C58880,75,Female,Platinum,Card,Loyalty Offer,1,192,2.8
8795,2024-09-14,S003,Central,P9553,Furniture,671.68,1,5,593.11,638.1,74.64,C18058,53,Female,Silver,Online,Clearance,1,323,3.6
8796,2025-12-14,S001,Central,P2675,Furniture,569.28,11,15,403.68,5322.77,1548.36,C11540,33,Male,Gold,Cash,Clearance,0,109,1.7
8797,2024-10-05,S018,North,P5394,Groceries,753.46,8,20,578.31,4822.14,1120.96,C91722,33,Female,Silver,Cash,Clearance,0,142,4.4
8798,2025-09-30,S010,South,P3791,Clothing,412.24,13,20,334.4,4287.3,809.54,C15995,43,Male,None,Cash,Loyalty Offer,0,22,4.9
8799,2024-11-21,S020,North,P9203,Groceries,412.53,6,10,240.87,2227.66,926.96,C65739,45,Female,Silver,Card,None,0,58,3.9
8800,2024-02-02,S004,Central,P6689,Furniture,133.9,14,5,117.78,1780.87,214.4,C11613,49,Male,Platinum,Online,Loyalty Offer,0,423,1.9
8801,2025-08-31,S018,West,P4094,Clothing,932.63,15,10,524.93,12590.51,5503.95,C61058,61,Male,Gold,Online,None,0,404,1.8
8802,2025-06-29,S016,East,P3599,Electronics,261.66,13,0,163.53,3401.58,1275.69,C28021,58,Male,Silver,Mobile Money,Weekend Deal,0,30,3.1
8803,2025-02-28,S014,South,P4580,Groceries,314.69,15,0,198.7,4720.35,1739.85,C18481,23,Male,Platinum,Cash,Weekend Deal,0,401,2.9
8804,2025-09-27,S006,Central,P4178,Office Supplies,619.8,7,0,505.5,4338.6,800.1,C63645,39,Female,Platinum,Mobile Money,Holiday Sale,1,52,4.6
8805,2024-08-23,S005,East,P1141,Office Supplies,174.65,4,25,129.81,523.95,134.52,C98303,66,Female,Silver,Online,Weekend Deal,1,434,1.7
8806,2024-01-27,S003,West,P6337,Furniture,104.68,12,25,75.53,942.12,262.35,C59287,58,Female,Platinum,Card,Clearance,1,112,1.9
8807,2024-01-03,S013,West,P2168,Groceries,889.3,13,10,777.15,10404.81,1312.15,C45657,74,Male,Gold,Card,Loyalty Offer,1,495,3.7
8808,2025-07-27,S008,Central,P4954,Electronics,942.36,2,10,552.86,1696.25,701.1,C17049,39,Female,Silver,Online,None,0,78,3.0
8809,2024-11-13,S010,North,P1161,Electronics,882.66,10,20,613.62,7061.28,2152.32,C27963,37,Male,Silver,Cash,Loyalty Offer,1,174,4.1
8810,2025-10-09,S004,West,P9620,Clothing,876.49,9,10,567.19,7099.57,2505.33,C83804,73,Female,Platinum,Mobile Money,Clearance,1,37,2.2
8811,2025-09-16,S009,South,P3603,Clothing,835.59,15,10,594.02,11280.47,3261.2,C92279,22,Male,None,Card,Weekend Deal,1,285,3.9
8812,2024-06-24,S012,North,P5461,Office Supplies,26.33,4,25,21.38,78.99,14.85,C99703,30,Male,None,Cash,Weekend Deal,0,332,2.8
8813,2025-11-05,S001,North,P2562,Groceries,841.83,1,5,730.13,799.74,106.12,C72952,61,Female,Silver,Online,None,0,242,4.1
8814,2024-09-18,S009,East,P8581,Clothing,729.31,9,20,377.24,5251.03,2534.9,C92259,43,Male,Platinum,Online,Clearance,1,440,4.9
8815,2024-10-31,S020,North,P1249,Groceries,972.69,12,25,744.33,8754.21,2055.24,C74216,59,Male,None,Cash,Loyalty Offer,1,282,4.8
8816,2024-12-21,S020,East,P3380,Groceries,85.85,4,10,50.32,309.06,127.91,C28079,33,Female,Silver,Card,None,1,4,4.6
8817,2024-08-29,S004,East,P1832,Furniture,700.4,13,0,492.57,9105.2,2701.79,C92044,66,Male,Silver,Mobile Money,Holiday Sale,0,345,3.5
8818,2025-10-21,S020,East,P8141,Furniture,208.08,5,0,143.23,1040.4,324.25,C79704,53,Male,None,Online,Holiday Sale,0,137,3.4
8819,2024-12-23,S007,South,P8703,Groceries,379.07,12,25,290.98,3411.63,792.81,C63565,57,Female,Platinum,Card,Loyalty Offer,0,377,3.1
8820,2025-06-13,S009,South,P4275,Furniture,307.56,14,15,157.99,3659.96,1779.88,C14204,70,Female,Silver,Mobile Money,Weekend Deal,0,335,3.0
8821,2024-02-12,S015,,P1862,Groceries,906.4,4,15,501.62,3081.76,1376.25,C77523,59,Male,Silver,Cash,Clearance,1,227,2.7
8822,2024-09-11,S004,Central,P6199,Office Supplies,496.42,1,15,272.44,421.96,190.38,C22854,64,Female,Platinum,Cash,Clearance,0,393,3.1
8823,2024-08-12,S020,South,P3893,Furniture,256.3,2,0,143.28,512.6,226.04,C26912,19,Male,Platinum,Online,Loyalty Offer,0,213,2.1
8824,2025-05-21,S012,East,P9394,Clothing,219.12,9,20,119.07,1577.66,720.36,C34648,49,Female,Silver,Card,Holiday Sale,1,405,5.0
8825,2025-11-28,S009,North,P1025,Office Supplies,327.99,4,10,184.87,1180.76,515.23,C90720,39,Female,None,Online,Clearance,0,446,1.2
8826,2025-07-27,S003,Central,P3933,Furniture,891.76,8,20,764.28,5707.26,815.87,C98962,71,Male,Silver,Cash,None,0,463,1.6
8827,2025-12-30,S001,South,P2176,Office Supplies,399.87,5,5,331.33,1899.38,325.57,C89882,27,Female,Gold,Card,Clearance,1,190,1.2
8828,2025-06-10,S005,East,P6160,Office Supplies,952.57,12,0,842.18,11430.84,1324.68,C94857,37,Male,None,Card,None,0,255,2.4
8829,2025-09-21,S013,Central,P8319,Groceries,523.13,6,0,463.11,3138.78,360.12,C98351,64,Female,Gold,Card,None,1,355,4.6
8830,2024-12-26,S020,North,P5038,Electronics,807.08,6,0,500.4,4842.48,1840.08,C75232,72,Female,Gold,Cash,None,1,277,3.6
8831,2024-01-16,S013,South,P7181,Electronics,164.2,3,20,115.47,394.08,116.95,C46335,58,Female,Silver,Cash,Weekend Deal,0,134,4.2
8832,2024-09-01,S001,West,P7783,Groceries,617.39,2,15,362.45,1049.56,433.4,C12802,42,Female,None,Card,None,1,239,2.7
8833,2025-11-11,S007,North,P1709,Furniture,827.05,11,15,653.84,7732.92,1619.51,C49842,23,Female,Gold,Online,Loyalty Offer,1,498,1.7
8834,2024-09-19,S012,North,P8184,Clothing,930.12,15,5,762.04,13254.21,2395.14,C85065,68,Female,None,Card,Clearance,1,188,3.3
8835,2024-12-20,S003,North,P1698,Furniture,879.6,11,20,584.59,7740.48,2596.09,C13907,41,Female,None,Card,Loyalty Offer,1,465,3.7
8836,2024-09-06,S014,East,P8690,Clothing,352.04,10,25,226.74,2640.3,939.75,C20034,69,Male,Gold,Online,None,0,439,4.1
8837,2025-08-17,S012,Central,P5169,Office Supplies,793.19,3,5,680.95,2260.59,319.88,C74482,62,Male,Platinum,Mobile Money,Clearance,0,45,1.3
8838,2025-06-28,S011,West,P3803,Groceries,859.95,7,20,643.92,4815.72,1209.77,C83480,38,Female,Gold,Mobile Money,Loyalty Offer,1,338,4.1
8839,2025-11-04,S005,East,P9087,Office Supplies,443.35,11,20,246.05,3901.48,1736.24,C48300,61,Male,Gold,Cash,Weekend Deal,1,286,4.0
8840,2024-10-06,S020,West,P7353,Electronics,944.97,2,5,736.31,1795.44,396.45,C66347,20,Female,Silver,Mobile Money,None,0,309,4.6
8841,2025-11-22,S002,North,P7011,Electronics,336.64,13,20,291.45,3501.06,469.98,C31353,69,Male,Gold,Online,Clearance,1,18,3.4
8842,2025-12-11,S013,East,P3691,Furniture,976.25,5,10,628.49,4393.12,1564.92,C96306,22,Female,Platinum,Online,Loyalty Offer,0,39,2.9
8843,2025-09-26,S015,South,P2261,Furniture,482.69,1,5,266.84,458.56,205.06,C58219,63,Female,None,Card,Weekend Deal,1,271,1.6
8844,2024-12-12,S006,West,P8643,Furniture,941.36,15,10,616.72,12708.36,4382.64,C23519,44,Male,Silver,Online,Weekend Deal,1,486,2.9
8845,2024-05-06,S008,North,P3415,Groceries,10.6,2,5,5.72,20.14,9.27,C89927,69,Male,Silver,Mobile Money,None,0,145,4.8
8846,2025-01-06,S020,South,P9559,Office Supplies,418.2,10,5,369.6,3972.9,461.7,C42069,57,Female,None,Card,Loyalty Offer,1,139,4.5
8847,2024-02-05,S003,Central,P3441,Groceries,569.43,8,20,424.05,3644.35,930.43,C71804,64,Female,Platinum,Online,None,1,52,1.4
8848,2025-09-30,S012,Central,P2546,Furniture,765.84,4,20,498.78,2450.69,854.59,C73361,72,Male,None,Cash,Loyalty Offer,0,39,1.5
8849,2024-12-14,S003,Central,P9388,Electronics,883.89,1,20,630.44,707.11,202.76,C33329,55,Male,Silver,Cash,None,1,386,3.6
8850,2024-03-05,S017,East,P3726,Electronics,223.62,9,15,177.12,1710.69,355.72,C17188,37,Male,Platinum,Card,Weekend Deal,0,220,2.3
8851,2024-08-02,S012,West,P3332,Furniture,125.22,1,5,94.51,118.96,29.17,C21791,61,Male,Silver,Online,Holiday Sale,1,431,4.1
8852,2024-08-31,S001,East,P1477,Clothing,585.3,13,5,470.61,7228.45,1416.42,C97842,66,Female,Platinum,Mobile Money,Holiday Sale,0,211,4.7
8853,2024-12-26,S015,West,P9647,Furniture,8.24,5,25,4.5,30.9,14.03,C62897,26,Female,None,Mobile Money,None,1,262,3.3
8854,2025-01-28,S008,South,P5162,Electronics,309.67,8,20,263.09,1981.89,298.11,C48593,46,Female,None,Mobile Money,Holiday Sale,1,115,2.7
8855,2025-05-14,S013,West,P9439,Electronics,135.11,1,15,94.51,114.84,34.51,C57579,66,Male,None,Cash,Weekend Deal,0,92,4.8
8856,2025-01-29,S001,Central,P6824,Groceries,692.99,3,20,556.54,1663.18,327.48,C22513,56,Female,Platinum,Mobile Money,None,0,129,1.7
8857,2024-08-25,S011,South,P3661,Furniture,726.13,14,0,409.25,10165.82,4436.32,C50121,29,Female,Platinum,Card,Weekend Deal,0,156,3.7
8858,2025-04-16,S014,Central,P3244,Office Supplies,828.8,5,20,610.93,3315.2,871.48,C97020,45,Female,Platinum,Cash,None,1,3,2.9
8859,2024-10-11,S015,East,P1857,Furniture,786.97,7,20,402.09,4407.03,2155.33,C21881,48,Male,None,Online,Holiday Sale,0,160,3.2
8860,2024-06-22,S020,East,P3930,Furniture,920.36,14,25,493.09,9663.78,4486.34,C75199,44,Male,Silver,Cash,Weekend Deal,0,272,1.3
8861,2024-03-30,S008,North,P7978,Groceries,459.2,7,25,404.03,2410.8,289.64,C26412,45,Male,None,Card,Holiday Sale,1,0,5.0
8862,2024-08-29,S002,South,P5308,Clothing,68.78,10,20,40.95,550.24,222.64,C54708,60,Male,Platinum,Cash,Holiday Sale,1,194,3.5
8863,2025-09-18,S019,East,P9979,Office Supplies,454.67,6,15,251.64,2318.82,1035.45,C70412,30,Male,Platinum,Card,Holiday Sale,0,57,3.0
8864,2025-02-25,S002,Central,P7046,Groceries,132.74,4,20,98.39,424.77,109.92,C68452,23,Male,Gold,Cash,Clearance,0,245,3.0
8865,2024-03-09,S009,Central,P3774,Groceries,623.27,13,25,542.99,6076.88,782.73,C41243,30,Female,None,Online,Loyalty Offer,0,197,4.8
8866,2025-05-14,S001,East,P9576,Electronics,723.95,11,0,438.56,7963.45,3139.29,C78277,63,Male,Silver,Card,Weekend Deal,1,163,2.7
8867,2024-07-12,S013,North,P1885,Electronics,999.69,12,20,564.07,9597.02,4181.95,C34811,23,Female,Platinum,Cash,Holiday Sale,0,280,2.8
8868,2024-04-21,S016,North,P1272,Groceries,971.59,1,10,754.46,874.43,195.42,C67822,21,Male,Gold,Cash,Holiday Sale,0,348,4.8
8869,2024-03-10,S020,South,P1538,Clothing,456.09,1,10,256.47,410.48,179.66,C61077,34,Male,Platinum,Online,Loyalty Offer,1,295,2.7
8870,2024-08-11,S003,East,P2421,Electronics,520.59,6,15,312.19,2655.01,1062.84,C32311,68,Female,Platinum,Mobile Money,Loyalty Offer,0,236,3.9
8871,2025-03-09,S013,North,P6498,Office Supplies,365.44,9,0,194.86,3288.96,1535.22,C63998,50,Male,Platinum,Cash,None,1,330,3.8
8872,2024-11-04,S004,North,P2036,electrnics,813.81,8,10,565.62,5859.43,1786.97,C58703,60,Male,Platinum,Mobile Money,Clearance,1,24,1.7
8873,2025-02-25,S015,West,P1100,Clothing,659.42,9,20,453.67,4747.82,1481.4,C21846,20,Male,Silver,Card,Weekend Deal,1,95,3.5
8874,2025-01-14,S001,North,P8239,Clothing,420.11,3,20,294.31,1008.26,301.92,C69618,41,Male,Silver,Online,None,1,347,4.0
8875,2024-09-09,S015,East,P8722,Groceries,823.91,11,15,583.51,7703.56,2247.74,C53346,48,Female,Gold,Online,None,0,460,2.6
8876,2025-05-11,S008,North,P6693,Clothing,531.19,8,5,385.94,4037.04,1103.9,C82250,50,Male,Silver,Cash,Clearance,1,24,1.9
8877,2024-12-05,S001,East,P1966,Furniture,941.44,6,15,773.3,4801.34,857.51,C70960,58,Female,Platinum,Cash,Loyalty Offer,1,400,3.4
8878,2024-02-22,S006,North,P5743,Groceries,373.0,5,20,315.66,1492.0,229.36,C35992,53,Female,Platinum,Cash,Loyalty Offer,1,15,1.4
8879,2025-12-15,S005,South,P2012,Furniture,654.87,14,0,433.48,9168.18,3099.46,C68332,26,Male,Gold,Mobile Money,Weekend Deal,1,220,2.8
8880,2025-04-28,S004,West,P3910,Electronics,555.86,13,20,283.09,5780.94,2836.81,C62001,28,Female,None,Online,Loyalty Offer,1,307,1.8
8881,2024-09-13,S018,South,P7396,Clothing,218.82,15,5,118.58,3118.18,1428.42,C71248,19,Female,Platinum,Online,Weekend Deal,0,207,1.2
8882,2025-03-19,S014,West,P8690,Furniture,543.18,13,25,287.52,5296.0,2492.68,C47191,41,Female,Gold,Cash,Weekend Deal,0,151,2.6
8883,2024-09-01,S012,East,P8900,Clothing,373.95,8,15,249.75,2542.86,844.56,C68587,48,Male,None,Mobile Money,Weekend Deal,0,164,4.6
8884,2024-06-03,S002,Central,P8696,Electronics,486.87,6,10,375.69,2629.1,600.37,C20557,43,Male,Gold,Online,Clearance,1,209,4.8
8885,2024-09-14,S015,West,P5871,Groceries,123.76,1,25,87.67,92.82,27.07,C76033,45,Female,Platinum,Card,Loyalty Offer,0,253,4.0
8886,2024-02-05,S020,West,P3294,Groceries,78.06,7,0,57.74,546.42,142.24,C30145,58,Male,Silver,Online,None,1,147,1.9
8887,2024-05-26,S017,West,P9623,Office Supplies,567.27,2,25,430.43,850.9,205.26,C15751,22,Male,Platinum,Cash,Weekend Deal,0,44,4.7
8888,2025-01-03,S009,West,P5180,Office Supplies,18.61,3,25,14.77,41.87,8.64,C18619,20,Female,Silver,Card,Clearance,0,264,4.7
8889,2025-10-03,S012,North,P2519,Electronics,392.19,4,0,248.34,1568.76,575.4,C64848,65,Male,None,Cash,None,0,15,3.5
8890,2025-02-10,S009,North,P8174,Furniture,442.66,3,5,322.57,1261.58,342.26,C16353,74,Female,Gold,Card,Clearance,0,22,3.8
8891,2025-05-12,S008,North,P6288,Electronics,617.23,6,20,526.91,2962.7,433.54,C71950,22,Female,None,Mobile Money,Holiday Sale,1,3,4.1
8892,2025-09-05,S004,Central,P6135,Clothing,71.86,1,5,40.61,68.27,29.69,C14973,18,Male,Silver,Mobile Money,Weekend Deal,0,216,2.1
8893,2024-12-18,S020,North,P1472,Groceries,638.47,14,5,491.86,8491.65,1949.91,C24108,73,Male,Gold,Cash,Loyalty Offer,0,480,1.7
8894,2024-07-10,S001,South,P9764,Furniture,721.52,1,15,648.03,613.29,62.47,C99114,40,Female,Gold,Cash,Loyalty Offer,1,377,3.8
8895,2025-06-02,S003,East,P9386,Office Supplies,877.15,9,15,441.55,6710.2,3332.34,C57727,45,Male,None,Card,Weekend Deal,0,104,3.1
8896,2025-11-01,S007,Central,P4427,Electronics,811.54,3,20,430.38,1947.7,914.78,C97134,52,Male,Platinum,Cash,Weekend Deal,0,229,4.7
8897,2025-05-07,S017,North,P5352,Furniture,622.84,12,0,543.17,7474.08,956.04,C88005,43,Female,Gold,Online,Holiday Sale,1,499,2.2
8898,2025-03-28,S009,Central,P6075,Electronics,34.6,3,0,21.99,103.8,37.83,C41510,57,Female,Silver,Mobile Money,Weekend Deal,1,229,4.4
8899,2024-04-13,S006,North,P1454,Furniture,869.64,3,0,614.08,2608.92,766.68,C90235,46,Female,None,Card,Loyalty Offer,1,123,2.6
8900,2024-12-10,S001,North,P5306,Furniture,657.57,13,10,478.2,7693.57,2098.63,C84771,49,Female,None,Mobile Money,Clearance,1,476,4.5
8901,2024-06-13,S012,West,P8785,Electronics,87.59,6,20,58.51,420.43,139.58,C48358,29,Female,Gold,Mobile Money,Loyalty Offer,0,6,2.6
8902,2025-08-19,S013,East,P6340,Office Supplies,863.85,9,5,557.34,7385.92,2620.66,C35281,28,Female,Platinum,Online,Loyalty Offer,0,217,1.2
8903,2024-11-17,S017,South,P5071,Electronics,508.88,9,5,305.42,4350.92,1739.58,C50837,33,Male,Silver,Cash,None,0,269,1.5
8904,2024-10-10,S010,West,P1103,Electronics,28.24,10,15,22.81,240.04,46.15,C55931,22,Male,None,Online,Holiday Sale,0,413,2.0
8905,2025-01-15,S008,South,P8766,Electronics,37.55,15,15,25.99,478.76,147.39,C32498,60,Male,Gold,Cash,Loyalty Offer,1,123,4.6
8906,2024-12-09,S001,North,P4285,Furniture,443.95,2,0,331.03,887.9,225.84,C68571,52,Female,Platinum,Card,Clearance,0,127,4.6
8907,2025-01-25,S004,South,P7035,Furniture,823.92,4,20,701.84,2636.54,390.66,C77890,45,Male,Silver,Cash,Holiday Sale,1,25,2.2
8908,2024-07-31,S004,West,P7312,Furniture,179.04,9,15,146.31,1369.66,250.38,C75892,27,Male,None,Online,Clearance,0,467,2.1
8909,2025-02-14,S001,West,P5281,Electronics,753.06,13,25,378.55,7342.33,3651.47,C93159,58,Female,Platinum,Mobile Money,Weekend Deal,1,65,2.2
8910,2025-05-17,S011,South,P8106,Groceries,395.87,1,20,300.99,316.7,75.9,C44019,21,Male,Gold,Mobile Money,None,1,8,2.9
8911,2024-02-08,S012,East,P2849,Clothing,877.56,12,15,727.65,8951.11,1529.08,C70756,26,Male,None,Mobile Money,Loyalty Offer,1,222,2.7
8912,2025-08-04,S005,North,P4433,Electronics,489.01,9,25,391.7,3300.82,656.84,C44746,34,Female,Gold,Mobile Money,None,1,488,4.1
8913,2025-02-05,S019,Central,P1878,Groceries,170.47,7,5,131.9,1133.63,256.49,C59967,31,Male,Gold,Cash,Holiday Sale,0,399,1.1
8914,2024-10-14,S002,North,P6704,Clothing,611.91,7,0,501.6,4283.37,772.17,C33071,33,Male,None,Online,None,0,159,1.1
8915,2024-05-31,S001,East,P4581,Groceries,91.98,7,10,51.23,579.47,256.73,C86832,38,Male,Platinum,Online,None,1,25,2.4
8916,2024-04-17,S002,West,P6907,Electronics,489.06,6,25,403.99,2200.77,382.81,C83550,42,Male,Silver,Mobile Money,Clearance,1,120,4.9
8917,2024-07-15,S011,West,P8787,Office Supplies,816.81,10,20,634.91,6534.48,1455.2,C14929,53,Male,Silver,Cash,Clearance,0,489,1.1
8918,2025-11-27,S008,West,P9394,Groceries,76.08,7,20,53.0,426.05,129.25,C16966,59,Male,Silver,Cash,Loyalty Offer,1,206,2.9
8919,2024-05-24,S013,South,P2288,Office Supplies,428.71,3,15,220.59,1093.21,530.71,C70636,60,Male,Gold,Mobile Money,Holiday Sale,0,293,3.8
8920,2024-11-06,S002,East,P5321,Office Supplies,950.1,1,5,632.85,902.6,301.39,C63208,70,Female,None,Mobile Money,Holiday Sale,1,262,1.4
8921,2025-11-13,S009,North,P4306,Groceries,909.02,10,0,682.44,9090.2,2265.8,C55847,35,Female,Silver,Cash,None,0,262,4.9
8922,2025-10-09,S001,East,P7341,Furniture,978.6,2,5,757.18,1859.34,420.7,C51492,31,Female,Platinum,Online,Holiday Sale,0,70,1.3
8923,2025-12-28,S016,East,P9341,Clothing,789.81,6,15,463.65,4028.03,1663.42,C76312,18,Female,Gold,Cash,Loyalty Offer,1,373,2.7
8924,2024-02-06,S011,North,P6161,Furniture,995.27,11,25,544.29,8210.98,3720.59,C89602,20,Female,Silver,Online,None,0,184,3.2
8925,2025-11-01,S007,West,P1284,Electronics,192.4,5,5,146.17,913.9,219.59,C81603,45,Male,Gold,Card,Holiday Sale,1,470,4.2
8926,2024-08-05,S018,East,P8413,Electronics,426.29,12,10,241.23,4603.93,1998.65,C85782,56,Female,Silver,Card,Holiday Sale,0,262,4.2
8927,2025-02-20,S001,North,P6583,Groceries,308.72,14,10,197.52,3889.87,1401.12,C10021,25,Male,Gold,Mobile Money,Loyalty Offer,1,157,4.4
8928,2024-04-16,S002,West,P5519,Clothing,115.43,2,15,57.94,196.23,97.73,C83751,29,Female,None,Card,Clearance,0,230,3.2
8929,2024-02-14,S012,Central,P6751,Furniture,169.4,1,15,116.41,143.99,45.04,C67740,48,Female,Gold,Cash,Clearance,1,485,3.9
8930,2025-04-14,S016,West,P5174,Groceries,919.32,2,5,760.38,1746.71,301.99,C35625,63,Male,Platinum,Cash,Loyalty Offer,1,265,3.8
8931,2024-11-07,S009,North,P6313,Office Supplies,773.77,10,10,601.68,6963.93,1548.81,C58906,66,Male,Gold,Cash,Loyalty Offer,1,75,3.9
8932,2025-07-04,S007,East,P3576,Furniture,982.5,11,15,662.39,9186.38,2993.03,C89954,27,Female,Gold,Mobile Money,Weekend Deal,1,458,4.1
8933,2025-08-25,S014,North,P1752,Groceries,271.73,13,25,239.04,2649.37,318.73,C88389,62,Male,Silver,Card,Loyalty Offer,0,203,4.7
8934,2025-12-28,S011,West,P2033,Groceries,656.67,1,25,433.14,492.5,167.65,C65653,40,Male,None,Mobile Money,Weekend Deal,1,196,2.4
8935,2024-10-12,S011,South,P4342,Clothing,153.48,10,25,98.31,1151.1,413.77,C23037,63,Female,Silver,Online,Weekend Deal,0,158,1.1
8936,2024-08-30,S017,West,P3750,Electronics,34.19,14,20,27.41,382.93,75.94,C87685,52,Female,None,Online,Loyalty Offer,0,45,3.7
8937,2025-04-03,S014,Central,P9765,Furniture,283.01,9,25,221.51,1910.32,415.12,C18738,58,Male,Platinum,Cash,Holiday Sale,0,240,4.2
8938,2024-01-01,S010,East,P4794,Furniture,827.29,11,25,447.59,6825.14,3132.52,C16437,41,Male,Platinum,Online,Holiday Sale,1,431,4.1
8939,2024-06-21,S020,South,P8411,Groceries,587.13,9,10,497.28,4755.75,727.79,C77333,58,Male,Platinum,Mobile Money,Holiday Sale,0,173,2.5
8940,2024-04-13,S010,South,P4500,Office Supplies,77.33,4,5,55.18,293.85,84.17,C58588,44,Male,Silver,Cash,None,1,404,2.2
8941,2025-02-11,S001,East,P8066,Clothing,801.03,10,0,666.81,8010.3,1342.2,C86370,24,Male,Silver,Online,Loyalty Offer,0,498,3.3
8942,2024-05-15,S005,South,P8297,Groceries,423.38,12,10,211.78,4572.5,2285.28,C36083,43,Male,Platinum,Mobile Money,None,0,47,1.4
8943,2024-03-19,S005,Central,P9359,Office Supplies,515.26,2,20,301.17,824.42,342.54,C42751,30,Female,None,Cash,Weekend Deal,0,349,4.3
8944,2025-11-06,S014,South,P4995,Groceries,76.41,14,25,64.35,802.31,126.63,C73288,52,Female,None,Card,Holiday Sale,0,391,1.9
8945,2024-12-14,S003,West,P5328,Office Supplies,51.98,11,25,43.3,428.83,71.61,C19309,25,Female,Platinum,Card,None,1,453,3.9
