FarmerID,FarmID,Region,County,Crop,Variety,FarmSize,SoilType,Rainfall,Temperature,FertilizerUsed,PesticideUsed,IrrigationMethod,LaborHours,PlantingDate,HarvestDate,Production,MarketPrice,Revenue,FarmerAge,FarmerGender,FarmingExperience,TrainingReceived,YieldCategory
11441,F12441,Rift Valley,Nakuru,Maize,Improved,7.59,Clay,1034.1,33.1,153.6,45.9,Flood,467.5,2024-06-21,2024-12-08,2437.7,76.04,185362.71,61,Male,17,No,High
11442,F12442,Central,Machakos,Beans,Hybrid B,7.63,Silt,596.2,28.8,59.8,18.8,Flood,815.0,2024-04-03,2024-07-03,2804.8,29.47,82657.46,71,Male,39,Yes,Medium
11443,F12443,Nyanza,Meru,Potatoes,Hybrid B,17.39,Silt,928.3,18.7,59.1,48.6,Rain-fed,411.7,2024-10-25,2025-02-02,6219.9,43.02,267580.1,56,Male,36,No,Low
11444,F12444,Rift Valley,Kilifi,Maize,Hybrid A,12.69,Loam,1292.9,24.3,75.1,37.2,Sprinkler,437.5,2024-05-23,2024-09-12,6147.5,104.57,642844.07,68,Female,39,No,Medium
11445,F12445,Western,Kisumu,Maize,Hybrid A,1.89,Clay,1670.1,28.5,527.4,14.7,Drip,103.4,2024-12-16,2025-04-01,3447.7,70.26,242235.4,73,Male,11,No,Low
11446,F12446,Eastern,Nyeri,Beans,Local,7.63,Loam,461.9,22.1,67.8,16.6,Rain-fed,798.6,2024-10-16,2025-01-08,4234.1,104.08,440685.13,58,Female,2,Yes,High
11447,F12447,Central,Machakos,Sorghum,Hybrid A,2.5,Loam,419.7,18.4,310.1,22.8,Drip,878.0,2024-12-22,2025-04-09,1159.4,109.48,126931.11,57,Female,39,No,Medium
11448,F12448,Rift Valley,Nakuru,Potatoes,Local,4.65,Silt,340.0,19.1,686.4,43.5,Sprinkler,843.1,2024-12-01,2025-05-12,3792.6,48.08,182348.21,58,Male,3,Yes,Low
11449,F12449,Eastern,Nakuru,Wheat,Hybrid A,8.16,Sandy,387.2,27.8,315.7,5.0,Flood,518.9,2024-04-14,2024-09-29,1701.9,82.86,141019.43,25,Male,20,Yes,High
11450,F12450,Eastern,Machakos,Potatoes,Improved,1.61,Clay,478.2,19.7,105.6,22.6,Flood,943.3,2024-07-01,2024-09-20,1397.8,56.04,78332.71,35,Female,1,Yes,Low
11451,F12451,Western,Meru,Wheat,Local,13.12,Loam,1206.0,19.8,88.2,29.1,Rain-fed,761.8,2024-12-21,2025-04-21,8774.2,71.91,630952.72,45,Female,24,No,High
11452,F12452,Coast,Nyeri,Sorghum,Local,19.06,Silt,1146.9,27.9,627.4,26.9,Sprinkler,865.4,2024-12-12,2025-03-04,10676.9,88.02,939780.74,61,Male,16,No,Low
11453,F12453,Coast,Meru,Wheat,Hybrid A,10.67,Sandy,1011.5,34.2,734.7,34.7,Flood,475.7,2024-07-03,2024-12-11,3666.8,101.78,373206.9,60,Female,12,Yes,Medium
11454,F12454,Eastern,Nakuru,Potatoes,Local,18.87,Silt,1415.0,17.4,325.3,20.5,Flood,945.9,2024-08-29,2025-01-21,12424.7,65.0,807605.5,26,Male,20,Yes,Medium
11455,F12455,Rift Valley,Nakuru,Maize,Hybrid A,8.74,Silt,1352.1,24.6,434.1,13.7,Drip,425.3,2024-06-26,2024-12-23,3434.6,45.1,154900.46,71,Male,35,No,Medium
11456,F12456,Western,Nyeri,Maize,Local,5.06,Sandy,550.0,33.5,489.5,10.1,Flood,697.3,2024-10-10,2025-02-02,2088.4,98.16,204997.34,71,Female,10,No,Medium
11457,F12457,Western,Kisumu,Beans,Local,15.21,Sandy,1523.6,17.3,395.2,39.2,Sprinkler,885.9,2024-09-24,2025-01-13,5080.2,102.1,518688.42,25,Male,1,Yes,Low
11458,F12458,Coast,Machakos,Potatoes,Local,0.69,Silt,1318.9,22.9,397.7,14.0,Flood,276.4,2024-02-05,2024-05-17,2107.0,53.73,113209.11,25,Female,20,No,High
11459,F12459,Eastern,Nyeri,Maize,Local,15.02,Sandy,918.4,29.7,50.2,21.5,Rain-fed,771.2,2024-05-09,2024-07-30,9709.1,41.6,403898.56,26,Male,40,Yes,Low
11460,F12460,Coast,Nyeri,Maize,Hybrid B,4.74,Sandy,289.1,20.7,39.5,38.3,Sprinkler,606.8,2024-05-15,2024-10-06,1829.6,89.05,162925.88,45,Male,9,Yes,Medium
11461,F12461,Nyanza,Meru,Potatoes,Local,5.14,Silt,1309.3,16.5,137.9,21.3,Sprinkler,738.9,2024-11-01,2025-03-21,2612.6,86.76,226669.18,53,Male,6,Yes,Low
11462,F12462,Coast,Meru,Maize,Local,18.93,Loam,302.8,26.4,41.5,5.5,Rain-fed,831.9,2024-12-26,2025-05-26,6584.5,65.03,428190.04,68,Female,18,No,Medium
11463,F12463,Central,Machakos,Rice,Hybrid B,4.67,Clay,205.4,21.9,272.2,2.8,Rain-fed,250.8,2024-06-11,2024-10-16,3168.8,46.86,148489.97,57,Male,32,Yes,Medium
11464,F12464,Eastern,Machakos,Rice,Improved,3.19,Sandy,1493.3,19.3,433.2,40.3,Drip,821.7,2024-05-24,2024-08-11,3920.3,84.46,331108.54,31,Male,29,No,High
11465,F12465,Western,Kisumu,Maize,Improved,13.68,Sandy,250.3,25.3,385.0,13.8,Flood,853.3,2024-10-08,2025-03-23,5759.4,52.57,302771.66,24,Male,33,Yes,Low
11466,F12466,Coast,Machakos,Potatoes,Improved,5.13,Loam,1182.4,27.8,447.0,26.3,Rain-fed,391.4,2024-04-14,2024-09-03,4405.9,40.85,179981.01,34,Male,16,No,Low
11467,F12467,Central,Kisumu,Sorghum,Improved,5.61,Loam,818.8,18.8,315.4,26.7,Drip,518.9,2024-05-23,2024-09-07,4389.7,36.32,159433.9,24,Male,30,No,Medium
11468,F12468,Nyanza,Kilifi,Sorghum,Hybrid B,11.07,Sandy,1249.0,16.2,634.6,47.8,Drip,166.5,2024-06-28,2024-11-28,6219.0,57.11,355167.09,37,Male,14,Yes,Low
11469,F12469,Nyanza,Kisumu,Potatoes,Hybrid B,5.7,Clay,1390.9,30.0,126.1,11.2,Sprinkler,889.5,2024-06-01,2024-10-28,3240.4,24.52,79454.61,60,Male,33,Yes,High
11470,F12470,Western,Nakuru,Rice,Hybrid B,5.12,Loam,1423.6,18.8,753.0,25.8,Rain-fed,608.5,2024-10-16,2025-03-23,4240.0,54.25,230020.0,63,Male,11,No,Medium
11471,F12471,Nyanza,Nyeri,Maize,Improved,19.7,Loam,1259.2,26.1,70.3,20.6,Rain-fed,886.3,2024-03-25,2024-09-19,10091.6,54.33,548276.63,54,Male,24,Yes,High
11472,F12472,Western,Kisumu,Sorghum,Hybrid B,19.46,Sandy,573.7,24.6,554.2,3.1,Drip,686.4,2024-05-07,2024-10-11,12987.5,45.5,590931.25,64,Female,11,No,Medium
11473,F12473,Nyanza,Nyeri,Sorghum,Hybrid A,7.53,Loam,1791.7,23.9,559.8,10.2,Sprinkler,364.9,2024-04-02,2024-06-20,6833.8,48.9,334172.82,73,Female,9,No,Medium
11474,F12474,Rift Valley,Kisumu,Rice,Hybrid B,2.78,Sandy,1792.8,34.2,425.2,33.9,Rain-fed,416.1,2024-11-04,2025-04-21,3443.9,64.24,221236.14,21,Female,36,No,Low
11475,F12475,Coast,Meru,Sorghum,Hybrid A,12.58,Clay,573.7,23.0,737.1,8.3,Rain-fed,998.7,2024-08-06,2025-01-08,6208.1,61.93,384467.63,30,Male,27,No,High
11476,F12476,Rift Valley,Machakos,Potatoes,Hybrid B,14.04,Clay,400.5,31.1,105.3,36.7,Flood,71.7,2024-05-05,2024-08-28,7679.8,63.96,491200.01,43,Male,34,Yes,Medium
11477,F12477,Western,Kisumu,Sorghum,Hybrid B,10.91,Clay,1294.5,23.1,647.4,47.3,Rain-fed,533.7,2024-07-01,2024-09-10,7989.0,69.17,552599.13,72,Male,12,Yes,High
11478,F12478,Eastern,Kisumu,Potatoes,Local,9.81,Clay,904.5,24.0,275.1,28.9,Rain-fed,550.0,2024-07-20,2024-11-22,6463.5,27.53,177940.15,30,Male,32,No,Low
11479,F12479,Western,Nyeri,Beans,Hybrid B,0.86,Sandy,818.6,31.7,280.6,37.9,Drip,885.0,2024-01-15,2024-04-05,1492.9,61.69,92097.0,59,Female,2,Yes,Medium
11480,F12480,Coast,Meru,Beans,Improved,10.44,Clay,773.9,20.4,433.0,0.2,Sprinkler,495.2,2024-07-22,2024-11-27,4927.1,53.67,264437.46,20,Male,16,No,Medium
11481,F12481,Nyanza,Nyeri,Wheat,Hybrid A,14.8,Clay,374.9,27.8,636.1,39.2,Drip,760.8,2024-08-09,2025-01-19,3787.9,98.05,371403.59,44,Male,3,No,Low
11482,F12482,Central,Nakuru,Maize,Hybrid A,9.24,Silt,402.4,20.4,671.8,30.9,Sprinkler,380.6,2024-10-03,2025-03-31,3075.5,99.68,306565.84,50,Female,5,Yes,Low
11483,F12483,Rift Valley,Nyeri,Potatoes,Improved,18.47,Loam,1096.7,30.2,771.2,8.1,Rain-fed,603.3,2024-01-28,2024-07-19,7198.8,96.42,694108.3,25,Female,21,No,Low
11484,F12484,Coast,Kilifi,Maize,Improved,13.93,Clay,906.5,17.7,189.7,9.9,Sprinkler,519.6,2024-08-18,2025-02-12,8009.4,87.13,697859.02,23,Female,14,No,Low
11485,F12485,Eastern,Nakuru,Maize,Hybrid A,14.7,Clay,371.2,24.4,411.5,38.2,Sprinkler,958.6,2024-07-16,2024-11-29,4794.1,28.26,135481.27,71,Male,21,No,High
11486,F12486,Nyanza,Meru,Potatoes,Hybrid B,15.2,Loam,743.0,17.8,692.9,22.0,Rain-fed,985.2,2024-05-12,2024-09-01,3490.7,91.01,317688.61,67,Female,27,No,Low
11487,F12487,Eastern,Kisumu,Potatoes,Local,6.1,Sandy,1400.0,32.7,624.7,17.4,Rain-fed,842.3,2024-11-25,2025-03-21,5576.7,118.86,662846.56,26,Male,6,Yes,Medium
11488,F12488,Western,Nyeri,Rice,Improved,12.43,Sandy,621.8,33.8,55.8,3.8,Sprinkler,155.3,2024-05-09,2024-10-07,4029.6,115.39,464975.54,25,Male,39,Yes,Medium
11489,F12489,Nyanza,Nakuru,Rice,Hybrid A,19.82,Clay,791.2,16.3,250.2,5.3,Flood,732.0,2024-08-03,2025-01-12,8798.9,108.92,958376.19,55,Female,31,Yes,Low
11490,F12490,Central,Kisumu,Maize,Hybrid A,18.4,Clay,1399.7,34.8,95.2,27.1,Sprinkler,837.6,2024-01-12,2024-06-29,7037.8,111.63,785629.61,72,Female,17,No,Medium
11491,F12491,Coast,Kisumu,Beans,Hybrid A,8.02,Sandy,1671.2,26.8,118.9,37.3,Sprinkler,572.9,2024-09-11,2024-11-23,3455.1,93.85,324261.13,26,Female,16,Yes,Medium
11492,F12492,Coast,Meru,Maize,Hybrid B,3.23,Loam,231.9,32.0,677.2,42.2,Drip,50.1,2024-08-04,2024-12-08,2508.4,85.57,214643.79,31,Male,28,No,Medium
11493,F12493,Eastern,Machakos,Sorghum,Local,16.75,Sandy,1141.5,18.5,711.4,9.9,Rain-fed,388.2,2024-11-16,2025-03-25,3974.8,32.11,127630.83,75,Male,3,No,Low
11494,F12494,Rift Valley,Machakos,Wheat,Local,13.69,Clay,1780.4,33.6,365.7,19.6,Flood,892.8,2024-11-10,2025-04-09,9846.1,51.66,508649.53,43,Male,20,Yes,Low
11495,F12495,Central,Kisumu,Beans,Improved,7.05,Clay,473.3,22.5,691.1,27.1,Rain-fed,574.0,2024-11-18,2025-03-09,3077.0,60.37,185758.49,27,Female,30,Yes,High
11496,F12496,Central,Kilifi,Wheat,Improved,19.82,Silt,1599.5,18.3,150.9,45.1,Drip,944.7,2024-09-10,2024-12-27,8358.3,115.13,962291.08,56,Male,12,No,High
11497,F12497,Western,Meru,Potatoes,Hybrid B,7.05,Clay,896.2,17.5,435.4,15.0,Flood,663.7,2024-12-10,2025-04-26,3843.8,71.44,274601.07,47,Female,33,No,High
11498,F12498,Nyanza,Meru,Potatoes,Improved,19.81,Loam,361.8,32.6,191.3,27.7,Flood,163.9,2024-11-01,2025-03-11,9175.6,70.04,642659.02,65,Male,36,Yes,Medium
11499,F12499,Western,Machakos,Rice,Hybrid A,13.55,Clay,1163.9,20.2,608.7,39.5,Rain-fed,905.3,2024-05-04,2024-09-11,10012.9,33.02,330625.96,48,Female,25,Yes,Medium
11500,F12500,Rift Valley,Kisumu,Sorghum,Hybrid A,3.55,Clay,238.9,22.6,147.2,32.1,Flood,995.4,2024-11-17,2025-04-28,896.3,101.77,91216.45,63,Male,40,No,Medium
11501,F12501,Nyanza,Meru,Wheat,Local,14.36,Sandy,1485.2,22.0,237.2,3.0,Rain-fed,202.1,2024-01-07,2024-05-11,8369.8,76.33,638866.83,57,Male,22,No,Medium
11502,F12502,Nyanza,Meru,Rice,Improved,17.59,Sandy,1642.4,22.3,551.2,49.6,Sprinkler,65.8,2024-03-21,2024-06-04,10945.6,34.69,379702.86,28,Female,24,Yes,High
11503,F12503,Central,Nakuru,Maize,Improved,2.98,Sandy,803.1,20.7,396.9,29.5,Flood,270.2,2024-03-16,2024-08-25,2371.6,104.73,248377.67,74,Male,40,Yes,High
11504,F12504,Western,Nakuru,Rice,Improved,13.39,Clay,1021.6,22.0,147.4,33.3,Flood,837.5,2024-06-06,2024-10-18,5237.9,97.91,512842.79,53,Female,14,Yes,Medium
11505,F12505,Coast,Nyeri,Maize,Hybrid A,7.59,Silt,1640.2,33.4,753.6,39.8,Flood,306.9,2024-09-25,2025-03-19,4106.7,113.92,467835.26,33,Male,29,Yes,Low
11506,F12506,Eastern,Meru,Sorghum,Hybrid B,0.88,Sandy,1491.0,20.1,759.7,39.5,Sprinkler,909.5,2024-02-28,2024-08-12,2868.1,107.56,308492.84,45,Female,13,No,Low
11507,F12507,Nyanza,Kisumu,Sorghum,Hybrid B,8.14,Loam,694.5,26.8,662.2,0.8,Rain-fed,410.6,2024-08-07,2024-10-18,6399.5,76.49,489497.75,67,Male,34,No,High
11508,F12508,Nyanza,Nakuru,Wheat,Hybrid B,8.89,Clay,543.7,19.3,130.6,38.0,Sprinkler,106.5,2024-06-13,2024-08-24,1976.9,80.91,159950.98,60,Female,6,Yes,High
11509,F12509,Western,Meru,Maize,Hybrid A,10.26,Clay,840.4,33.9,326.3,43.8,Flood,703.9,2024-06-01,2024-08-18,2310.8,58.31,134742.75,58,Male,21,No,Medium
11510,F12510,Eastern,Nakuru,Sorghum,Improved,5.42,Silt,1734.3,24.3,88.9,14.3,Flood,997.3,2024-12-27,2025-04-29,2686.8,74.04,198930.67,34,Male,25,Yes,Low
11511,F12511,Nyanza,Kisumu,Maize,Hybrid A,13.12,Silt,944.4,34.9,96.0,46.6,Rain-fed,93.2,2024-02-11,2024-06-23,7513.6,112.05,841898.88,71,Male,15,Yes,High
11512,F12512,Western,Kisumu,Sorghum,Local,18.94,Clay,283.3,22.8,347.5,17.4,Flood,345.6,2024-05-12,2024-10-16,3129.4,46.32,144953.81,66,Female,26,No,High
11513,F12513,Eastern,Meru,Rice,Hybrid A,12.83,Sandy,1020.7,16.5,726.2,14.6,Rain-fed,932.1,2024-12-06,2025-04-12,5126.1,100.21,513686.48,27,Female,39,Yes,High
11514,F12514,Rift Valley,Nakuru,Rice,Hybrid A,10.67,Sandy,878.7,17.7,215.5,24.1,Sprinkler,698.8,2024-05-02,2024-07-17,3211.0,63.25,203095.75,49,Female,1,No,High
11515,F12515,Eastern,Machakos,Beans,Hybrid A,8.24,Silt,1505.6,32.4,682.5,1.7,Rain-fed,297.4,2024-08-24,2024-11-18,6700.4,41.11,275453.44,61,Male,1,No,Medium
11516,F12516,Central,Machakos,Potatoes,Improved,12.91,Silt,716.9,34.7,775.1,30.6,Drip,313.6,2024-05-08,2024-11-02,6283.2,102.5,644028.0,61,Female,39,Yes,High
11517,F12517,Western,Nakuru,Potatoes,Hybrid A,19.74,Silt,931.7,24.5,390.8,43.5,Rain-fed,142.8,2024-12-01,2025-03-18,9633.4,75.55,727803.37,37,Female,23,No,Medium
11518,F12518,Western,Kisumu,Potatoes,Improved,18.5,Loam,1014.7,17.2,487.4,21.2,Sprinkler,906.1,2024-03-26,2024-06-25,10528.4,37.95,399552.78,36,Female,29,No,Medium
11519,F12519,Coast,Meru,Potatoes,Local,7.52,Sandy,1462.2,19.4,178.0,35.2,Drip,848.2,2024-07-24,2024-11-17,5980.1,53.22,318260.92,40,Male,25,No,High
11520,F12520,Nyanza,Kilifi,Potatoes,Local,5.49,Sandy,317.9,18.7,285.1,8.7,Flood,665.6,2024-12-07,2025-02-25,3382.7,87.72,296730.44,38,Female,9,Yes,Low
11521,F12521,Central,Kisumu,Wheat,Local,1.83,Clay,368.2,34.0,207.0,43.7,Rain-fed,609.3,2024-10-26,2025-04-15,1619.5,111.31,180266.55,36,Male,30,No,Medium
11522,F12522,Nyanza,Meru,Potatoes,Improved,0.8,Silt,662.8,22.5,425.7,22.2,Drip,638.0,2024-07-05,2024-11-11,1853.5,112.46,208444.61,34,Female,33,No,High
11523,F12523,Coast,Machakos,Wheat,Hybrid B,15.43,Sandy,1620.0,23.3,423.0,32.6,Flood,407.1,2024-02-01,2024-04-27,6272.5,23.04,144518.4,29,Female,1,No,High
11524,F12524,Western,Meru,Potatoes,Local,1.61,Clay,513.4,34.2,748.3,38.6,Rain-fed,724.0,2024-11-20,2025-02-24,2856.4,118.7,339054.68,44,Male,40,No,Low
11525,F12525,Eastern,Machakos,Potatoes,Local,15.86,Clay,1483.4,16.2,595.0,34.0,Drip,364.9,2024-03-31,2024-07-07,10185.2,55.2,562223.04,42,Male,14,Yes,Low
11526,F12526,Nyanza,Kisumu,Rice,Improved,6.96,Sandy,1392.0,21.3,531.9,8.5,Drip,705.8,2024-10-30,2025-01-20,2962.4,106.36,315080.86,42,Female,35,Yes,High
11527,F12527,Eastern,Nakuru,Beans,Hybrid A,11.73,Loam,638.6,31.7,143.4,41.1,Flood,289.7,2024-04-02,2024-08-12,5551.8,52.35,290636.73,31,Male,18,Yes,High
11528,F12528,Coast,Nyeri,Wheat,Hybrid B,5.61,Sandy,1505.2,19.4,286.8,33.0,Rain-fed,634.5,2024-06-03,2024-08-22,2440.1,79.89,194939.59,46,Female,10,No,Low
11529,F12529,Rift Valley,Machakos,Maize,Local,2.03,Silt,1362.0,25.3,191.1,46.0,Flood,226.9,2024-11-04,2025-02-10,1756.6,95.52,167790.43,34,Male,34,Yes,High
11530,F12530,Western,Nyeri,Rice,Local,15.49,Sandy,600.1,15.6,757.9,20.6,Drip,720.1,2024-02-14,2024-05-27,4615.9,41.65,192252.23,64,Female,35,No,Low
11531,F12531,Nyanza,Kilifi,Beans,Hybrid B,19.57,Sandy,1143.7,22.1,105.5,29.7,Drip,246.4,2024-10-29,2025-02-18,7698.0,101.43,780808.14,31,Male,17,No,High
11532,F12532,Central,Meru,Beans,Local,15.69,Sandy,860.4,23.2,223.6,31.5,Flood,174.3,2024-10-09,2025-03-21,5229.9,29.26,153026.87,66,Male,20,No,Medium
11533,F12533,Western,Nakuru,Potatoes,Improved,6.28,Clay,1108.3,19.1,130.9,3.0,Drip,511.8,2024-05-26,2024-09-10,2506.8,95.51,239424.47,74,Male,20,Yes,Low
11534,F12534,Nyanza,Nakuru,Beans,Local,9.63,Loam,1011.2,15.1,460.5,41.2,Rain-fed,84.0,2024-10-17,2025-04-12,5374.0,81.48,437873.52,67,Male,21,No,Medium
11535,F12535,Rift Valley,Nakuru,Sorghum,Local,15.4,Loam,1520.3,31.2,501.0,29.8,Rain-fed,77.1,2024-06-25,2024-10-07,4187.8,67.98,284686.64,44,Female,4,No,Low
11536,F12536,Western,Kilifi,Beans,Improved,1.4,Loam,1429.5,33.0,458.8,47.9,Sprinkler,420.9,2024-11-25,2025-04-27,2817.1,80.66,227227.29,46,Male,20,No,Medium
11537,F12537,Central,Machakos,Wheat,Hybrid A,13.76,Clay,1750.2,20.3,294.2,35.3,Flood,526.9,2024-09-01,2025-02-03,3792.6,71.37,270677.86,58,Male,26,No,Medium
11538,F12538,Western,Nakuru,Wheat,Improved,9.7,Clay,1555.7,21.2,619.2,26.0,Rain-fed,442.6,2024-11-12,2025-02-21,8241.1,119.51,984893.86,67,Male,4,No,Medium
11539,F12539,Western,Nakuru,Potatoes,Hybrid B,18.77,Loam,612.5,25.7,76.8,18.6,Rain-fed,464.1,2024-04-01,2024-08-09,6345.2,102.61,651080.97,69,Male,34,Yes,High
11540,F12540,Eastern,Nyeri,Maize,Local,8.45,Sandy,727.0,16.1,302.0,7.9,Sprinkler,465.0,2024-09-14,2025-01-17,2962.5,60.88,180357.0,44,Female,15,No,Low
11541,F12541,Rift Valley,Kilifi,Sorghum,Local,13.81,Silt,330.3,24.7,211.3,21.5,Drip,680.4,2024-09-28,2025-03-01,4781.4,55.31,264459.23,66,Female,10,No,Medium
11542,F12542,Western,Nakuru,Rice,Hybrid B,12.17,Sandy,1238.1,34.0,559.9,47.6,Drip,722.3,2024-12-13,2025-03-18,5334.7,28.14,150118.46,42,Female,1,No,Low
11543,F12543,Western,Kilifi,Wheat,Local,15.93,Sandy,1668.2,23.0,499.3,4.1,Rain-fed,831.5,2024-09-30,2025-02-12,9714.6,119.01,1156134.55,31,Female,33,Yes,Low
11544,F12544,Nyanza,Nyeri,Maize,Hybrid A,18.87,Clay,738.5,23.6,256.0,4.8,Rain-fed,201.5,2024-08-01,2024-11-10,6542.3,103.95,680072.09,20,Male,27,No,Low
11545,F12545,Western,Kisumu,Beans,Hybrid B,6.08,Sandy,812.5,33.5,431.3,8.5,Sprinkler,515.1,2024-01-02,2024-04-29,3868.6,45.97,177839.54,29,Male,36,No,High
11546,F12546,Central,Machakos,Sorghum,Hybrid B,2.93,Sandy,1518.7,21.0,536.8,27.6,Drip,463.0,2024-12-14,2025-05-18,3546.4,44.9,159233.36,46,Male,27,Yes,High
11547,F12547,Central,Nakuru,Potatoes,Hybrid B,7.55,Silt,1695.9,28.8,638.3,44.4,Sprinkler,954.2,2024-12-20,2025-04-18,4451.4,73.7,328068.18,46,Male,24,Yes,High
11548,F12548,Central,Meru,Beans,Improved,15.76,Loam,1478.9,27.9,462.5,48.7,Rain-fed,304.9,2024-08-04,2024-11-10,10217.8,67.94,694197.33,53,Female,20,Yes,Low
11549,F12549,Rift Valley,Nyeri,Sorghum,Hybrid A,11.26,Sandy,1602.6,21.1,720.1,44.9,Drip,273.9,2024-05-17,2024-09-25,4526.9,98.45,445673.3,45,Female,26,Yes,Medium
11550,F12550,Central,Kilifi,Rice,Local,4.7,Silt,483.0,29.6,435.3,30.1,Sprinkler,481.5,2024-11-13,2025-02-15,3484.5,29.0,101050.5,40,Female,17,Yes,Medium
11551,F12551,Western,Kisumu,Sorghum,Improved,5.39,Sandy,312.4,29.5,562.3,12.2,Flood,959.8,2024-09-19,2024-11-28,2650.4,88.15,233632.76,37,Female,15,Yes,Low
11552,F12552,Coast,Kisumu,Maize,Hybrid A,5.02,Clay,1228.3,25.9,325.6,23.4,Rain-fed,913.6,2024-09-04,2025-01-14,4480.0,89.45,400736.0,24,Female,34,No,High
11553,F12553,Nyanza,Kisumu,Rice,Hybrid B,11.0,Loam,681.5,26.5,612.5,29.9,Drip,89.9,2024-02-13,2024-06-02,7445.9,21.89,162990.75,64,Female,26,No,Medium
11554,F12554,Nyanza,Meru,Wheat,Local,8.02,Loam,785.2,21.8,99.3,6.2,Drip,746.3,2024-08-16,2025-01-17,4728.6,26.36,124645.9,41,Male,10,Yes,Low
11555,F12555,Western,Meru,Sorghum,Hybrid B,11.76,Clay,366.7,18.6,94.5,29.5,Drip,804.8,2024-01-31,2024-07-24,1468.0,55.08,80857.44,28,Female,11,Yes,High
11556,F12556,Coast,Machakos,Maize,Hybrid B,19.09,Clay,1413.0,25.3,46.1,2.7,Rain-fed,992.5,2024-05-10,2024-08-13,9585.1,97.48,934355.55,26,Female,4,No,Medium
11557,F12557,Central,Meru,Wheat,Hybrid B,19.87,Silt,534.0,27.5,132.5,9.9,Sprinkler,409.0,2024-03-25,2024-07-26,11798.8,68.89,812819.33,27,Male,13,Yes,Medium
11558,F12558,Eastern,Nakuru,Sorghum,Hybrid A,16.42,Sandy,717.3,30.6,317.4,21.3,Rain-fed,222.9,2024-07-26,2025-01-07,6510.4,85.6,557290.24,68,Male,34,No,Low
11559,F12559,Nyanza,Kilifi,Wheat,Local,16.11,Sandy,1106.5,18.7,488.2,38.2,Flood,785.3,2024-02-24,2024-07-29,5878.9,87.25,512934.02,36,Male,21,No,Medium
11560,F12560,Central,Kisumu,Wheat,Improved,14.81,Silt,1397.7,29.6,355.2,36.9,Sprinkler,482.9,2024-04-15,2024-09-20,3743.1,54.77,205009.59,37,Male,36,No,High
11561,F12561,Coast,Machakos,Beans,Hybrid A,13.1,Silt,604.1,24.4,317.6,21.8,Rain-fed,298.1,2024-12-07,2025-03-31,5762.0,69.21,398788.02,49,Male,7,Yes,Medium
11562,F12562,Western,Machakos,Maize,Hybrid B,9.8,Silt,1361.9,25.8,182.0,13.5,Flood,981.0,2024-12-19,2025-05-03,6003.8,88.99,534278.16,72,Female,19,Yes,Low
11563,F12563,Nyanza,Nyeri,Beans,Hybrid B,2.25,Silt,1542.8,19.5,497.2,9.8,Flood,312.1,2024-09-21,2024-12-17,2722.0,74.94,203986.68,22,Male,39,No,Low
11564,F12564,Nyanza,Nakuru,Beans,Local,5.95,Sandy,1206.7,21.8,704.2,30.3,Sprinkler,241.1,2024-06-09,2024-10-23,4119.9,28.54,117581.95,24,Male,36,Yes,High
11565,F12565,Nyanza,Nyeri,Potatoes,Hybrid A,15.02,Clay,392.4,33.9,333.1,40.2,Flood,188.3,2024-06-03,2024-09-19,4532.7,91.42,414379.43,25,Female,27,No,Low
11566,F12566,Rift Valley,Machakos,Maize,Hybrid B,3.56,Silt,592.2,30.8,169.8,27.2,Rain-fed,218.1,2024-05-15,2024-10-26,2100.5,66.38,139431.19,58,Male,35,Yes,Low
11567,F12567,Western,Kisumu,Rice,Hybrid A,15.68,Sandy,1220.2,25.7,756.2,13.2,Flood,413.2,2024-01-18,2024-04-25,3831.4,44.08,168888.11,45,Female,30,Yes,Low
11568,F12568,Central,Machakos,Maize,Improved,15.81,Clay,1003.6,30.2,772.2,37.3,Drip,225.9,2024-03-27,2024-09-06,6966.4,40.48,281999.87,68,Female,18,No,Medium
11569,F12569,Western,Meru,Rice,Hybrid B,14.04,Silt,234.2,24.8,249.4,49.6,Rain-fed,942.9,2024-02-04,2024-05-12,9031.6,79.5,718012.2,32,Female,1,No,Low
11570,F12570,Coast,Meru,Rice,Hybrid B,19.59,Silt,1131.0,20.5,219.4,32.1,Flood,90.0,2024-02-19,2024-08-16,3383.2,50.09,169464.49,23,Male,38,Yes,Low
11571,F12571,Central,Meru,Wheat,Hybrid A,7.45,Silt,1720.3,17.8,323.3,23.1,Flood,426.7,2024-02-05,2024-06-01,5776.9,95.85,553715.86,31,Female,38,Yes,Low
11572,F12572,Central,Machakos,Beans,Hybrid B,18.07,Sandy,489.0,18.5,385.8,7.8,Rain-fed,542.0,2024-12-15,2025-05-23,4000.8,99.9,399679.92,64,Female,4,No,High
11573,F12573,Coast,Nyeri,Wheat,Hybrid B,12.1,Clay,1098.6,24.7,26.7,31.8,Sprinkler,348.7,2024-05-21,2024-08-19,6587.1,25.7,169288.47,27,Male,20,No,Low
11574,F12574,Rift Valley,Kilifi,Maize,Local,17.37,Sandy,1239.4,19.6,182.6,8.6,Flood,788.0,2024-10-21,2025-01-26,9154.0,50.43,461636.22,24,Female,24,No,High
11575,F12575,Central,Kisumu,Beans,Improved,6.71,Clay,1609.3,24.9,244.5,46.2,Drip,717.5,2024-02-04,2024-07-21,2866.7,107.89,309288.26,50,Female,12,No,Medium
