TransactionID,TransactionDate,CustomerID,BranchID,Region,AccountType,TransactionType,TransactionChannel,TransactionAmount,AccountBalance,CustomerAge,Gender,Occupation,MonthlyIncome,CreditScore,LoanStatus,AccountTenure,NumberOfTransactions,DigitalBankingUsage,CustomerSatisfaction,HighValueCustomer,FutureTransactionAmount
11696,2025-01-11,C70685,B002,Eastern,Fixed Deposit,Bill Payment,Mobile Banking,154873.87,864755.15,47,Male,Teacher,228837.91,490,Yes,11.4,288,7.5,3.5,Yes,194754.89
11697,2024-02-27,C19823,B001,Coast,Fixed Deposit,Deposit,Mobile Banking,29746.54,996495.24,34,Male,Civil Servant,341798.82,332,Yes,14.7,272,24.7,2.4,No,26045.66
11698,2024-04-16,C94954,B015,Nairobi,Fixed Deposit,Loan Repayment,Internet Banking,96917.33,1496087.33,38,Male,Farmer,240606.25,664,No,16.4,25,45.8,2.6,No,120356.6
11699,2024-04-22,C71763,B004,Central,Savings,Transfer,Mobile Banking,106327.45,1622086.35,68,Female,Teacher,401760.37,639,No,9.8,159,52.4,3.4,Yes,105117.17
11700,2025-08-14,C35408,B012,Rift Valley,Fixed Deposit,Transfer,Mobile Banking,73453.79,218500.42,19,Male,Engineer,122127.48,461,Yes,16.3,276,15.7,4.8,No,75463.54
11701,2024-02-05,C65827,B009,Central,Savings,Loan Repayment,Branch,57355.89,924776.62,54,Male,Farmer,424080.48,842,Yes,0.6,268,89.8,3.3,No,71219.88
11702,2025-09-13,C70762,B014,Western,Current,Deposit,Mobile Banking,376113.07,719018.67,60,Female,Civil Servant,422355.72,412,No,3.7,240,52.8,1.8,No,445759.09
11703,2024-08-07,C39550,B009,Rift Valley,Current,Withdrawal,ATM,196625.55,1021530.82,34,Male,Engineer,270801.32,636,No,1.3,190,36.6,2.1,Yes,208696.87
11704,2025-08-30,C85379,B010,Western,Savings,Withdrawal,Internet Banking,51584.97,1909271.88,24,Male,Civil Servant,49844.87,513,No,5.3,81,81.7,4.4,Yes,60444.09
11705,2025-09-01,C93176,B015,Eastern,Savings,Bill Payment,Internet Banking,162056.8,1996812.61,47,Male,Engineer,191391.16,530,No,5.6,291,63.7,2.3,Yes,164074.75
11706,2024-03-21,C42896,B010,Nairobi,Savings,Loan Repayment,Mobile Banking,480948.65,1190718.51,42,Male,Farmer,98261.7,671,No,9.1,76,83.2,2.6,Yes,536409.98
11707,2024-03-29,C28368,B006,Central,Savings,Withdrawal,ATM,82349.04,1155759.92,45,Male,Nurse,197651.05,371,No,5.4,108,21.7,1.8,Yes,103444.88
11708,2025-05-17,C89233,B012,Rift Valley,Current,Deposit,Internet Banking,467327.06,728410.07,34,Female,Nurse,438770.27,343,No,14.1,24,60.1,1.1,Yes,421267.13
11709,2024-09-19,C87883,B013,Eastern,Savings,Withdrawal,ATM,169377.99,1843969.33,37,Male,Teacher,464495.46,331,Yes,19.1,273,76.3,2.1,No,187342.14
11710,2025-12-21,C95192,B003,Nairobi,Current,Withdrawal,Branch,83777.92,1742627.47,24,Male,Business,281844.52,808,No,1.9,3,63.7,1.2,Yes,88715.16
11711,2025-05-25,C75321,B009,Nairobi,Savings,Withdrawal,ATM,39311.98,1512043.48,65,Male,Student,385706.15,369,No,11.6,13,26.1,3.9,No,45896.82
11712,2024-05-30,C63664,B011,Rift Valley,Savings,Deposit,ATM,60444.38,907825.53,69,Male,Business,62919.03,818,No,10.4,65,92.3,1.9,Yes,64620.01
11713,2025-11-18,C80625,B006,Central,Current,Loan Repayment,Internet Banking,362236.74,365856.18,28,Male,Farmer,116222.55,493,No,6.8,157,80.4,3.9,No,413662.0
11714,2025-05-03,C97605,B006,Eastern,Fixed Deposit,Loan Repayment,Mobile Banking,132826.72,806045.47,23,Male,Nurse,473447.52,793,Yes,6.6,117,2.8,4.6,No,124660.55
11715,2025-08-23,C91103,B003,Central,Savings,Withdrawal,Branch,447517.74,538897.52,34,Male,Student,381650.67,804,Yes,6.9,148,25.9,4.7,Yes,571923.95
11716,2025-09-29,C60236,B013,Western,Fixed Deposit,Deposit,Mobile Banking,364245.28,778425.92,64,Female,Civil Servant,278907.7,544,Yes,6.5,144,17.4,4.3,No,373557.78
11717,2025-09-05,C85010,B003,Western,Savings,Loan Repayment,ATM,14593.41,308484.78,55,Male,Engineer,461648.48,718,No,3.4,67,66.5,1.3,Yes,16089.2
11718,2024-12-02,C26974,B003,Western,Savings,Bill Payment,ATM,264469.31,102285.38,50,Female,Civil Servant,269410.86,532,Yes,1.4,104,84.3,3.5,Yes,260351.77
11719,2025-09-21,C26613,B002,Eastern,Current,Bill Payment,ATM,78781.13,511460.66,22,Male,Nurse,104537.57,785,Yes,1.4,44,3.9,1.6,Yes,98379.92
11720,2025-05-30,C32861,B005,Eastern,Current,Loan Repayment,Mobile Banking,236909.71,414740.06,45,Female,Nurse,87949.73,546,No,12.6,127,89.0,4.2,No,228289.85
11721,2025-08-25,C42545,B015,Rift Valley,Current,Deposit,ATM,474439.68,1798718.57,30,Female,Nurse,64470.79,468,Yes,2.0,249,39.6,4.4,No,481558.85
11722,2024-10-29,C88465,B013,Central,Savings,Deposit,Internet Banking,249456.5,1068489.68,19,Female,Civil Servant,465622.62,585,Yes,15.0,231,90.8,2.3,Yes,219593.08
11723,2024-07-07,C18119,B001,Rift Valley,Fixed Deposit,Bill Payment,Mobile Banking,69106.96,1780753.29,66,Female,Civil Servant,385332.92,422,No,15.0,65,39.6,3.2,No,56764.8
11724,2024-03-08,C57828,B010,Rift Valley,Fixed Deposit,Transfer,Branch,372833.89,1993520.2,58,Male,Nurse,30106.64,606,No,6.3,30,8.6,2.7,No,392499.01
11725,2025-05-13,C48996,B002,Central,Current,Loan Repayment,ATM,221225.66,1430597.31,68,Male,Engineer,12236.9,677,No,1.2,182,60.3,2.1,Yes,194225.21
11726,2025-07-12,C45085,B008,Western,Savings,Withdrawal,Internet Banking,283969.81,1074419.29,65,Female,Business,59237.37,340,Yes,3.7,205,44.0,3.0,Yes,245913.88
11727,2024-08-06,C52164,B001,Western,Fixed Deposit,Transfer,Mobile Banking,173051.29,291233.55,69,Male,Farmer,392378.51,579,No,12.0,164,28.1,3.0,Yes,189330.36
11728,2025-07-13,C58598,B007,Nairobi,Fixed Deposit,Deposit,Internet Banking,183606.95,971100.16,68,Female,Business,370463.68,744,Yes,15.2,292,58.9,2.2,No,171487.03
11729,2025-09-30,C56774,B015,Western,Current,Withdrawal,Internet Banking,431429.58,1578441.01,35,Male,Civil Servant,47434.7,773,Yes,14.0,284,54.2,4.0,Yes,557632.01
11730,2025-07-12,C49773,B003,Rift Valley,Savings,Transfer,Internet Banking,451412.32,1139641.11,53,Female,Nurse,251822.81,754,No,8.8,134,55.0,1.6,Yes,425756.12
11731,2024-05-21,C96624,B010,Nairobi,Savings,Bill Payment,ATM,40461.71,1394549.05,49,Female,Farmer,119971.67,455,No,11.3,216,66.3,4.5,No,44380.68
11732,2024-08-26,C84209,B013,Rift Valley,Fixed Deposit,Deposit,ATM,357227.56,888390.0,35,Male,Nurse,52008.91,357,No,1.1,264,55.5,1.6,No,455191.61
11733,2025-03-31,C11066,B015,Central,Savings,Transfer,Branch,358901.02,1249528.21,73,Male,Farmer,204060.45,512,No,0.7,156,58.4,1.8,Yes,338111.08
11734,2025-05-21,C94527,B010,Rift Valley,Fixed Deposit,Bill Payment,Mobile Banking,61506.69,872807.09,68,Female,Business,461161.98,502,Yes,2.2,99,18.9,3.4,Yes,52372.58
11735,2024-07-25,C44373,B006,Central,Savings,Deposit,ATM,46117.18,464738.88,60,Male,Civil Servant,496491.47,759,No,14.7,165,37.3,2.9,Yes,37257.6
11736,2024-10-10,C99682,B007,Eastern,Fixed Deposit,Transfer,Mobile Banking,270354.25,223700.18,26,Female,Student,182219.89,358,Yes,6.8,295,20.7,3.7,No,295943.3
11737,2025-09-16,C44419,B009,Rift Valley,Current,Transfer,Mobile Banking,431986.2,358497.34,64,Male,Business,228710.82,629,No,12.4,247,79.9,1.2,Yes,541304.06
11738,2025-11-09,C71339,B002,Rift Valley,Fixed Deposit,Bill Payment,Internet Banking,233587.86,1351677.41,22,Male,Student,206302.75,848,No,12.5,198,94.7,3.8,No,187175.11
11739,2025-09-18,C99194,B003,Western,Fixed Deposit,Bill Payment,Branch,83707.93,1563277.07,55,Male,Teacher,241018.07,567,Yes,3.3,60,29.5,1.2,No,92584.41
11740,2024-04-08,C51985,B009,Coast,Current,Loan Repayment,ATM,297682.55,1750647.81,57,Female,Civil Servant,174778.44,655,Yes,7.8,295,51.8,1.4,Yes,244246.22
11741,2024-12-01,C32265,B007,Eastern,Savings,Deposit,Branch,270859.35,311405.3,49,Male,Student,487314.78,705,Yes,19.8,30,53.5,4.1,No,301295.54
11742,2025-06-17,C15559,B012,Western,Fixed Deposit,Deposit,Mobile Banking,156437.73,1456781.56,70,Female,Engineer,10348.24,535,Yes,4.6,63,44.0,3.6,Yes,171820.56
11743,2025-01-16,C48653,B001,Western,Fixed Deposit,Bill Payment,ATM,317004.62,1303934.83,20,Female,Teacher,257405.65,843,Yes,3.8,184,16.6,3.7,Yes,262851.15
11744,2024-02-19,C13969,B006,Nairobi,Savings,Bill Payment,Mobile Banking,138032.44,1596195.22,21,Male,Student,414209.94,812,Yes,1.9,197,54.9,4.2,Yes,173828.79
11745,2024-01-18,C87149,B004,Rift Valley,Fixed Deposit,Deposit,ATM,382769.99,1882268.16,64,Male,Civil Servant,178737.26,406,No,8.1,180,93.4,3.6,No,331902.08
11746,2025-10-27,C51451,B005,Nairobi,Fixed Deposit,Withdrawal,Mobile Banking,426022.48,1373339.98,47,Male,Engineer,400432.72,547,Yes,12.1,72,29.7,5.0,No,470226.03
11747,2025-01-21,C90134,B012,Western,Current,Withdrawal,Branch,412036.04,983445.93,56,Female,Nurse,461129.39,435,No,2.2,64,56.9,2.1,Yes,332531.08
11748,2025-10-25,C33702,B001,Rift Valley,Savings,Loan Repayment,Internet Banking,84729.19,681216.03,31,Male,Student,288888.1,334,No,11.6,20,70.2,4.7,No,99025.79
11749,2024-01-06,C43527,B014,Nairobi,Current,Withdrawal,Internet Banking,354067.48,58321.02,45,Female,Student,466607.64,404,Yes,19.7,125,16.6,1.6,Yes,328211.08
11750,2025-09-25,C73352,B002,Coast,Current,Withdrawal,Mobile Banking,349046.76,1541326.36,60,Male,Teacher,50705.66,523,No,7.2,78,51.5,3.6,Yes,328175.75
11751,2024-08-07,C57769,B001,Western,Current,Loan Repayment,Branch,373610.8,900965.91,66,Male,Farmer,360179.03,729,Yes,7.6,35,12.1,4.7,No,329494.13
11752,2024-07-23,C39033,B012,Central,Savings,Bill Payment,ATM,249112.45,1642013.54,31,Female,Business,334266.18,324,Yes,10.0,152,88.2,2.3,Yes,267936.46
11753,2024-10-30,C26507,B005,Eastern,Savings,Deposit,Mobile Banking,185661.65,1524859.42,48,Male,Civil Servant,39366.88,670,Yes,4.3,65,24.9,1.5,Yes,220026.07
11754,2024-09-09,C19948,B012,Nairobi,Fixed Deposit,Deposit,Internet Banking,267259.31,143436.68,21,Female,Business,305769.08,526,No,10.0,181,5.5,4.5,Yes,294918.26
11755,2024-05-13,C29378,B011,Central,Savings,Transfer,Internet Banking,353174.11,423348.77,29,Male,Business,431883.0,393,Yes,9.4,224,78.6,3.0,Yes,359992.8
11756,2024-04-06,C44248,B014,Rift Valley,Fixed Deposit,Deposit,ATM,205863.31,1355748.57,74,Male,Civil Servant,488622.7,563,Yes,2.4,169,6.1,3.6,Yes,175490.96
11757,2024-05-27,C67857,B010,Western,Current,Loan Repayment,Branch,85022.76,95544.23,29,Male,Farmer,242457.73,481,No,2.4,252,26.2,3.3,No,86925.31
11758,2024-05-26,C65439,B001,Coast,Fixed Deposit,Deposit,Branch,17042.99,557877.72,23,Female,Nurse,128908.38,400,No,18.8,132,84.0,2.6,No,19893.22
11759,2025-12-09,C91357,B012,Western,Savings,Bill Payment,Mobile Banking,195911.81,1847349.45,70,Female,Teacher,452972.19,817,No,19.6,255,59.5,1.2,No,217017.97
11760,2025-07-22,C98891,B013,Rift Valley,Fixed Deposit,Deposit,Branch,286391.69,1280913.4,65,Female,Business,285291.67,387,No,11.8,49,7.1,1.7,No,347729.04
11761,2024-08-26,C10004,B013,Nairobi,Fixed Deposit,Deposit,Internet Banking,235898.67,320753.22,36,Male,Farmer,68839.38,778,Yes,17.5,300,72.7,4.0,Yes,237831.44
11762,2025-10-08,C52037,B013,Coast,Savings,Transfer,Mobile Banking,328824.26,848114.28,68,Female,Civil Servant,314870.7,403,No,3.9,29,29.5,3.6,Yes,372590.35
11763,2024-04-26,C81266,B007,Western,Savings,Bill Payment,Branch,52571.38,803110.42,36,Male,Student,360306.95,599,No,17.3,155,27.0,4.1,Yes,53561.09
11764,2025-03-18,C80830,B014,Rift Valley,Current,Deposit,ATM,103139.26,298868.37,27,Female,Teacher,289048.57,750,No,2.9,155,30.3,4.7,No,95735.85
11765,2025-05-22,C57996,B010,Western,Fixed Deposit,Transfer,Mobile Banking,462742.67,1403967.83,64,Male,Nurse,276461.5,571,Yes,15.8,20,12.0,2.9,Yes,375851.05
11766,2025-11-06,C23979,B004,Eastern,Fixed Deposit,Deposit,Mobile Banking,16579.92,1988456.99,45,Male,Civil Servant,132525.28,348,Yes,13.4,15,85.9,2.7,Yes,18740.86
11767,2025-10-14,C71841,B011,Coast,Fixed Deposit,Transfer,Branch,275444.07,37723.71,34,Male,Nurse,70975.7,649,Yes,6.3,51,11.4,1.4,Yes,320559.84
11768,2024-03-12,C79823,B013,Rift Valley,Savings,Deposit,Internet Banking,295397.59,1016339.84,57,Female,Teacher,457057.88,481,Yes,14.9,28,88.2,1.2,Yes,304088.27
11769,2024-01-20,C78462,B006,Eastern,Current,Transfer,Internet Banking,74513.98,619747.91,50,Male,Engineer,303099.86,465,No,3.7,83,38.7,3.0,Yes,89791.72
11770,2025-12-02,C19589,B013,Central,Fixed Deposit,Bill Payment,Internet Banking,15924.81,1451859.97,18,Female,Engineer,284411.73,801,No,19.6,4,54.0,4.3,Yes,18345.92
11771,2025-07-10,C34511,B001,Central,Fixed Deposit,Bill Payment,Mobile Banking,110898.76,1691309.55,59,Male,Civil Servant,13436.17,644,Yes,4.5,28,62.9,4.8,Yes,105458.71
11772,2025-07-08,C49404,B007,Eastern,Fixed Deposit,Loan Repayment,ATM,430142.77,1675022.55,54,Female,Student,105460.57,812,Yes,15.5,114,66.5,2.2,Yes,429353.13
11773,2024-11-07,C26425,B002,Coast,Fixed Deposit,Bill Payment,Mobile Banking,15901.21,1128595.08,68,Female,Business,383365.88,685,Yes,2.8,140,49.5,1.1,No,19164.37
11774,2024-01-12,C45395,B001,Coast,Fixed Deposit,Bill Payment,Internet Banking,499521.93,697719.24,72,Male,Nurse,348026.71,739,Yes,1.0,294,74.5,2.2,Yes,640730.3
11775,2024-05-07,C27074,B015,Eastern,Savings,Loan Repayment,Branch,421915.14,1471944.1,41,Female,Engineer,246548.1,567,No,10.8,36,58.9,4.4,No,479355.66
11776,2024-08-17,C20825,B001,Central,Fixed Deposit,Bill Payment,Mobile Banking,495754.76,357601.34,22,Female,Business,264677.8,651,No,5.8,234,17.5,4.9,No,536650.67
11777,2024-11-16,C83064,B012,Western,Savings,Loan Repayment,Internet Banking,304529.37,872249.93,38,Female,Farmer,11376.08,617,No,5.9,221,12.4,2.8,Yes,353511.61
11778,2025-09-06,C39133,B007,Coast,Fixed Deposit,Transfer,Internet Banking,14470.79,689058.22,46,Female,Nurse,99074.69,346,No,19.1,217,19.1,4.6,Yes,13916.1
11779,2025-10-30,C19581,B006,Rift Valley,Savings,Bill Payment,Mobile Banking,165091.6,840362.65,31,Male,Nurse,421340.37,741,Yes,4.9,27,25.1,2.0,Yes,143850.77
11780,2024-07-11,C54714,B005,Western,Savings,Deposit,Branch,460380.05,684125.9,65,Male,Business,293359.72,473,No,12.9,31,46.7,3.2,Yes,486438.67
11781,2024-02-08,C64285,B013,Western,Savings,Deposit,Internet Banking,435564.9,597597.68,50,Male,Business,470456.11,788,No,3.6,216,8.6,3.1,No,390981.43
11782,2025-09-05,C99076,B013,Coast,Fixed Deposit,Transfer,ATM,464898.38,501983.32,63,Female,Student,380482.73,510,No,19.5,232,38.0,1.5,No,392364.43
11783,2025-03-19,C39577,B002,Rift Valley,Current,Loan Repayment,Branch,404803.25,1408204.64,40,Male,Business,108234.68,366,No,16.2,274,13.7,3.4,Yes,515241.81
11784,2025-10-26,C80051,B002,Rift Valley,Savings,Withdrawal,Internet Banking,5777.77,1801087.74,50,Male,Student,250403.93,849,No,5.8,174,66.8,1.9,No,5015.6
11785,2025-07-13,C99300,B009,Central,Fixed Deposit,Transfer,Internet Banking,417422.04,1594109.28,65,Male,Teacher,43689.33,410,Yes,1.8,245,21.2,2.8,Yes,401417.98
11786,2025-08-11,C59247,B013,Nairobi,Savings,Transfer,Internet Banking,228819.11,34368.26,37,Male,Civil Servant,420434.35,646,Yes,7.2,6,94.1,3.2,No,273759.88
11787,2025-05-17,C59211,B008,Nairobi,Savings,Transfer,Internet Banking,73435.8,1858047.28,72,Male,Nurse,124051.49,522,Yes,4.4,47,61.9,2.3,Yes,58804.04
11788,2025-11-26,C28700,B012,Western,Savings,Transfer,Internet Banking,73363.8,514565.59,56,Male,Engineer,146111.58,617,No,3.8,111,84.7,3.5,Yes,58899.49
11789,2024-07-16,C34776,B002,Western,Savings,Transfer,Mobile Banking,158661.57,118557.15,67,Male,Teacher,398569.28,502,Yes,10.1,180,22.8,1.3,No,170266.83
11790,2024-05-10,C27508,B006,Coast,Current,Loan Repayment,Internet Banking,113712.92,1233868.58,19,Female,Farmer,278155.37,589,Yes,7.8,294,82.1,4.1,No,109514.13
11791,2025-01-12,C11596,B015,Coast,Fixed Deposit,Deposit,ATM,254.18,1510979.86,73,Male,Student,283936.92,693,Yes,15.7,21,29.1,3.5,No,270.17
11792,2025-01-03,C36369,B010,Western,Fixed Deposit,Deposit,Internet Banking,37760.36,826447.17,60,Male,Teacher,274940.54,497,No,9.6,58,30.1,3.0,Yes,34263.47
11793,2025-05-01,C47015,B001,Coast,Fixed Deposit,Bill Payment,Branch,93368.71,751028.09,74,Male,Engineer,117217.59,612,Yes,1.3,92,98.8,2.8,No,108430.66
11794,2025-05-29,C23809,B010,Western,Savings,Transfer,Mobile Banking,25372.75,221506.47,31,Male,Civil Servant,492714.87,550,No,10.7,101,18.5,4.4,No,30245.17
11795,2025-06-29,C90465,B015,Coast,Savings,Transfer,Internet Banking,497300.36,338417.79,38,Male,Business,71706.62,319,Yes,4.2,217,3.1,3.0,Yes,399581.37
11796,2024-06-05,C26436,B001,Central,Fixed Deposit,Loan Repayment,Internet Banking,394525.62,317924.99,70,Female,Civil Servant,342902.63,837,No,3.5,251,17.5,3.8,No,319393.09
11797,2025-07-30,C71913,B013,Eastern,Current,Bill Payment,Mobile Banking,446404.73,507653.82,27,Female,Teacher,166902.41,717,Yes,4.4,216,62.6,3.3,Yes,554343.88
11798,2024-07-12,C13521,B009,Western,Fixed Deposit,Deposit,ATM,490913.26,416655.06,74,Male,Nurse,449357.09,819,Yes,2.4,128,90.2,1.0,No,478357.83
11799,2024-02-20,C74307,B009,Coast,Savings,Deposit,ATM,248304.11,1192941.69,43,Female,Business,20622.78,600,Yes,16.8,299,45.1,4.4,Yes,270704.29
11800,2024-11-11,C58926,B008,Rift Valley,Fixed Deposit,Deposit,Branch,54979.62,1981826.74,28,Female,Student,472310.79,651,No,12.6,220,17.4,4.0,No,63238.75
11801,2024-04-06,C17374,B001,Central,Fixed Deposit,Transfer,Branch,382261.37,1000254.47,68,Male,Nurse,160905.09,624,No,6.5,203,51.1,2.6,Yes,365357.58
11802,2025-06-08,C30937,B001,Nairobi,Current,Bill Payment,Branch,219906.87,1282787.65,31,Male,Teacher,24924.8,535,No,14.0,100,99.7,3.6,No,265208.23
11803,2024-01-29,C48626,B012,Nairobi,Current,Bill Payment,Mobile Banking,317113.14,292200.43,49,Female,Nurse,175138.9,457,No,14.5,179,14.9,4.6,No,363300.01
11804,2025-01-30,C58972,B004,Central,Savings,Bill Payment,ATM,109005.89,407494.87,64,Female,Nurse,372657.23,607,No,10.7,109,95.9,1.9,Yes,94620.63
11805,2024-08-06,C13845,B014,Rift Valley,Fixed Deposit,Withdrawal,Branch,375489.7,1419006.15,30,Male,Business,197506.99,644,Yes,1.4,122,61.2,3.9,No,356455.23
11806,2025-05-11,C55465,B012,Western,Savings,Loan Repayment,Mobile Banking,184356.47,919104.88,35,Female,Business,223730.37,658,No,6.0,33,65.4,2.0,No,182614.4
11807,2024-03-11,C98130,B009,Nairobi,Current,Bill Payment,Mobile Banking,373610.02,223919.63,61,Female,Business,373995.27,476,Yes,14.6,255,38.7,1.2,No,420305.74
11808,2025-03-12,C48219,B015,Eastern,Current,Loan Repayment,Branch,167669.36,123681.95,62,Male,Engineer,264991.3,505,Yes,8.3,7,31.7,1.1,No,172335.14
11809,2025-10-31,C50112,B006,Nairobi,Fixed Deposit,Loan Repayment,Branch,451919.49,922938.37,65,Male,Nurse,163207.86,336,No,18.7,147,72.2,3.4,No,586182.7
11810,2024-02-20,C45348,B011,Eastern,Savings,Bill Payment,Mobile Banking,213771.22,1748920.1,51,Male,Business,203627.21,839,Yes,8.1,60,9.1,4.6,No,173077.19
11811,2025-05-12,C20209,B008,Eastern,Fixed Deposit,Deposit,ATM,245477.32,775717.09,63,Male,Farmer,61516.53,508,Yes,19.2,109,81.3,2.6,Yes,224152.19
11812,2024-12-10,C16672,B011,Western,Fixed Deposit,Transfer,Branch,62284.44,1823237.91,69,Female,Engineer,213535.07,619,No,5.1,243,66.3,1.9,No,50913.73
11813,2024-06-26,C50971,B006,Western,Current,Loan Repayment,ATM,110272.6,348625.06,47,Female,Teacher,312667.15,417,Yes,10.0,70,80.5,4.6,Yes,109631.6
11814,2025-04-13,C68137,B004,Coast,Savings,Withdrawal,ATM,200563.12,635207.48,74,Female,Engineer,185888.79,347,No,13.7,210,52.9,4.0,Yes,239031.62
11815,2025-10-22,C35615,B007,Rift Valley,Fixed Deposit,Loan Repayment,ATM,70626.22,1002678.32,30,Male,Farmer,365642.06,304,Yes,6.5,242,6.4,2.8,Yes,78189.78
11816,2024-04-09,C18515,B010,Rift Valley,Current,Withdrawal,Branch,28220.07,1968999.65,53,Female,Engineer,65197.65,514,No,13.4,113,63.9,1.7,Yes,29194.9
11817,2024-11-10,C51421,B014,Nairobi,Current,Withdrawal,ATM,411217.84,879483.04,23,Female,Farmer,333077.5,750,Yes,8.3,34,10.3,1.6,Yes,534078.59
11818,2024-09-16,C91162,B002,Western,Savings,Bill Payment,Mobile Banking,395406.28,1267454.37,58,Female,Teacher,145554.6,432,No,4.5,13,42.0,1.5,No,323310.5
11819,2025-09-08,C38039,B001,Nairobi,Fixed Deposit,Loan Repayment,ATM,137981.5,1270023.96,24,Female,Teacher,263774.96,592,No,8.4,234,21.8,1.1,No,125888.48
11820,2025-01-12,C98326,B005,Rift Valley,Savings,Transfer,Internet Banking,279162.74,613363.19,21,Male,Engineer,221665.18,531,No,10.6,179,96.7,1.6,No,282176.87
11821,2025-10-20,C15635,B007,Western,Fixed Deposit,Transfer,ATM,330484.24,33801.74,64,Female,Teacher,436201.0,343,No,3.2,239,89.0,4.3,No,367206.0
11822,2025-06-06,C96140,B007,Western,Current,Loan Repayment,ATM,260720.13,982727.7,39,Female,Teacher,294842.72,795,Yes,1.5,200,18.9,4.4,No,293059.69
11823,2024-10-31,C50564,B007,Central,Savings,Bill Payment,ATM,359441.4,1309103.68,65,Male,Farmer,475808.0,539,Yes,9.2,197,78.4,4.9,Yes,433748.67
11824,2024-03-30,C19983,B005,Rift Valley,Fixed Deposit,Bill Payment,ATM,360527.46,587315.15,28,Female,Nurse,209185.61,850,No,15.1,195,61.1,1.7,Yes,451833.46
11825,2024-08-16,C55309,B004,Western,Savings,Deposit,Internet Banking,329071.16,1092759.07,71,Female,Engineer,415547.67,715,Yes,18.4,253,40.5,4.9,No,288873.76
11826,2025-02-03,C67793,B009,Nairobi,Current,Withdrawal,Branch,467238.73,591247.17,41,Female,Civil Servant,97113.1,356,No,5.6,38,62.0,4.6,Yes,407210.72
11827,2025-10-20,C14211,B003,Rift Valley,Fixed Deposit,Withdrawal,Mobile Banking,260254.66,1345105.56,56,Male,Student,130486.06,809,Yes,4.7,7,7.3,2.8,Yes,230442.38
11828,2024-07-18,C45625,B004,Eastern,Savings,Loan Repayment,Mobile Banking,156735.07,74876.0,38,Male,Engineer,305030.27,733,No,11.3,89,88.3,1.1,No,174574.19
11829,2024-08-02,C43420,B003,Western,Current,Deposit,ATM,425563.0,34038.37,71,Male,Teacher,100018.17,309,Yes,15.8,253,82.6,1.0,No,414508.16
11830,2024-07-23,C95897,B015,Coast,Fixed Deposit,Deposit,Branch,496867.93,1672603.55,28,Female,Teacher,470767.5,650,Yes,1.4,55,19.0,2.9,No,518500.63
11831,2025-03-10,C62960,B005,Eastern,Fixed Deposit,Bill Payment,Mobile Banking,284564.84,1923716.91,60,Male,Nurse,428392.08,612,Yes,16.8,259,61.9,4.5,Yes,227807.29
11832,2025-03-20,C25045,B008,Nairobi,Savings,Withdrawal,ATM,372160.04,822932.47,52,Female,Nurse,146972.34,347,Yes,4.4,92,47.5,4.2,No,327415.13
11833,2024-09-04,C96647,B008,Eastern,Current,Bill Payment,ATM,418803.05,441107.71,27,Male,Teacher,129618.86,593,No,7.9,219,79.2,4.9,No,396056.88
11834,2024-11-02,C43172,B002,Coast,Savings,Withdrawal,Mobile Banking,476669.15,1713.26,39,Female,Nurse,223168.63,344,No,15.3,94,70.6,2.7,No,500512.45
11835,2024-10-29,C65023,B009,Western,Fixed Deposit,Bill Payment,ATM,354590.96,645810.88,57,Male,Engineer,478640.44,604,Yes,1.0,12,14.0,4.4,No,410181.43
11836,2025-02-07,C81417,B008,Eastern,Current,Withdrawal,ATM,66775.5,528686.0,18,Female,Engineer,247259.76,701,Yes,19.7,289,77.1,1.6,No,74176.28
11837,2025-12-04,C67102,B010,Rift Valley,Savings,Transfer,ATM,447247.45,1239779.5,66,Male,Farmer,168634.07,739,Yes,5.0,294,95.6,2.3,Yes,491161.04
11838,2024-11-27,C35189,B010,Coast,Current,Deposit,Branch,62721.0,1569293.2,47,Female,Teacher,372608.2,616,Yes,8.8,59,36.8,1.1,No,60674.79
11839,2025-02-08,C26468,B014,Coast,Fixed Deposit,Withdrawal,ATM,141443.18,1691471.25,33,Male,Civil Servant,118969.09,814,No,19.7,28,1.0,4.4,Yes,166182.22
11840,2024-03-05,C88566,B014,Central,Current,Bill Payment,ATM,496744.94,833948.13,25,Male,Business,472145.48,610,No,15.3,189,49.2,1.3,No,559039.81
11841,2024-09-25,C28004,B013,Eastern,Current,Transfer,Internet Banking,187655.92,492672.11,23,Male,Engineer,478317.73,783,No,8.1,162,40.3,2.3,No,162268.39
11842,2024-01-21,C10970,B015,Nairobi,Current,Withdrawal,Internet Banking,225881.62,239676.84,54,Female,Civil Servant,371612.69,319,Yes,10.3,61,91.3,4.2,Yes,239961.71
11843,2025-10-20,C72224,B013,Central,Current,Deposit,ATM,234599.14,1940793.38,75,Male,Business,426448.81,576,No,14.2,233,97.8,1.8,No,212332.81
11844,2024-07-03,C62561,B014,Nairobi,Current,Bill Payment,Internet Banking,476423.75,583894.92,38,Female,Farmer,33470.5,461,Yes,15.2,130,39.9,4.4,Yes,461622.38
11845,2025-08-01,C29786,B001,Coast,Current,Deposit,Branch,164842.02,1253960.75,59,Male,Engineer,99959.33,789,No,8.1,206,11.6,2.6,Yes,196356.92
11846,2025-09-05,C12647,B007,Rift Valley,Current,Loan Repayment,ATM,499440.22,1138868.55,32,Female,Student,271355.23,506,No,2.0,214,64.6,3.7,No,411962.25
